Number of tracking points : 15668
Max speed : 103(old) -> 103(new)
Damage : 0(old) -> 0(new)
Total Time taken old tracking file : 12:51:49
Total Time taken new tracking file : 12:51:49

 | No    | X                      | Y                        | Heading    | Speed      | Damage | Date and Time                                  | 
 | 1879  | 116516.9 -> 116516.9   | 92199.37 -> 92199.37     | 28 -> 28   | 79 -> 79   | 0 -> 0 | 12/5/2020 8:31:34 PM -> 12/7/2020 8:47:04 PM   | 
 | 1881  | 116482.3 -> 116482.3   | 92205.63 -> 92205.63     | 26 -> 26   | 49 -> 49   | 0 -> 0 | 12/5/2020 8:31:36 PM -> 12/7/2020 8:47:06 PM   | 
 | 1883  | 116460.4 -> 116460.4   | 92192.05 -> 92192.05     | 8 -> 8     | 52 -> 52   | 0 -> 0 | 12/5/2020 8:31:38 PM -> 12/7/2020 8:47:08 PM   | 
 | 1885  | 116455.6 -> 116455.6   | 92159.68 -> 92159.68     | 2 -> 2     | 63 -> 63   | 0 -> 0 | 12/5/2020 8:31:40 PM -> 12/7/2020 8:47:10 PM   | 
 | 1887  | 116449.8 -> 116449.8   | 92122.31 -> 92122.31     | 3 -> 3     | 72 -> 72   | 0 -> 0 | 12/5/2020 8:31:42 PM -> 12/7/2020 8:47:12 PM   | 
 | 1889  | 116442.6 -> 116442.6   | 92081.44 -> 92081.44     | 3 -> 3     | 78 -> 78   | 0 -> 0 | 12/5/2020 8:31:44 PM -> 12/7/2020 8:47:14 PM   | 
 | 1891  | 116434.1 -> 116434.1   | 92036.22 -> 92036.22     | 3 -> 3     | 86 -> 86   | 0 -> 0 | 12/5/2020 8:31:46 PM -> 12/7/2020 8:47:16 PM   | 
 | 1893  | 116423.9 -> 116423.9   | 91988.8 -> 91988.8       | 4 -> 4     | 91 -> 91   | 0 -> 0 | 12/5/2020 8:31:48 PM -> 12/7/2020 8:47:18 PM   | 
 | 1895  | 116412 -> 116412       | 91937.9 -> 91937.9       | 3 -> 3     | 95 -> 95   | 0 -> 0 | 12/5/2020 8:31:50 PM -> 12/7/2020 8:47:20 PM   | 
 | 1897  | 116401 -> 116401       | 91892.46 -> 91892.46     | 7 -> 7     | 78 -> 78   | 0 -> 0 | 12/5/2020 8:31:52 PM -> 12/7/2020 8:47:22 PM   | 
 | 1899  | 116370.5 -> 116370.5   | 91867.11 -> 91867.11     | 20 -> 20   | 71 -> 71   | 0 -> 0 | 12/5/2020 8:31:54 PM -> 12/7/2020 8:47:24 PM   | 
 | 1901  | 116330.2 -> 116330.2   | 91865.57 -> 91865.57     | 28 -> 28   | 70 -> 70   | 0 -> 0 | 12/5/2020 8:31:56 PM -> 12/7/2020 8:47:26 PM   | 
 | 1903  | 116297.4 -> 116297.4   | 91875.4 -> 91875.4       | 30 -> 30   | 62 -> 62   | 0 -> 0 | 12/5/2020 8:31:58 PM -> 12/7/2020 8:47:28 PM   | 
 | 1905  | 116266.9 -> 116266.9   | 91886.2 -> 91886.2       | 31 -> 31   | 37 -> 37   | 0 -> 0 | 12/5/2020 8:32:00 PM -> 12/7/2020 8:47:30 PM   | 
 | 1907  | 116249.9 -> 116249.9   | 91892.76 -> 91892.76     | 31 -> 31   | 33 -> 33   | 0 -> 0 | 12/5/2020 8:32:02 PM -> 12/7/2020 8:47:32 PM   | 
 | 1909  | 116242.6 -> 116242.6   | 91895.55 -> 91895.55     | 31 -> 31   | 0 -> 0     | 0 -> 0 | 12/5/2020 8:32:04 PM -> 12/7/2020 8:47:34 PM   | 
 | 1911  | 116242.6 -> 116242.6   | 91895.55 -> 91895.55     | 31 -> 31   | 0 -> 0     | 0 -> 0 | 12/5/2020 8:32:06 PM -> 12/7/2020 8:47:36 PM   | 
 | 1913  | 116242.6 -> 116242.6   | 91895.55 -> 91895.55     | 31 -> 31   | 0 -> 0     | 0 -> 0 | 12/5/2020 8:32:08 PM -> 12/7/2020 8:47:38 PM   | 
 | 1915  | 116242.1 -> 116242.1   | 91895.73 -> 91895.73     | 31 -> 31   | 2 -> 2     | 0 -> 0 | 12/5/2020 8:32:10 PM -> 12/7/2020 8:47:40 PM   | 
 | 1917  | 116241.9 -> 116241.9   | 91895.8 -> 91895.8       | 31 -> 31   | 0 -> 0     | 0 -> 0 | 12/5/2020 8:32:12 PM -> 12/7/2020 8:47:42 PM   | 
 | 1919  | 116241 -> 116241       | 91896.14 -> 91896.14     | 31 -> 31   | 0 -> 0     | 0 -> 0 | 12/5/2020 8:32:14 PM -> 12/7/2020 8:47:44 PM   | 
 | 1921  | 116241 -> 116241       | 91896.14 -> 91896.14     | 31 -> 31   | 0 -> 0     | 0 -> 0 | 12/5/2020 8:32:16 PM -> 12/7/2020 8:47:46 PM   | 
 | 1923  | 116236.5 -> 116236.5   | 91897.89 -> 91897.89     | 31 -> 31   | 20 -> 20   | 0 -> 0 | 12/5/2020 8:32:18 PM -> 12/7/2020 8:47:48 PM   | 
 | 1925  | 116222.4 -> 116222.4   | 91903.9 -> 91903.9       | 32 -> 32   | 34 -> 34   | 0 -> 0 | 12/5/2020 8:32:20 PM -> 12/7/2020 8:47:50 PM   | 
 | 1927  | 116199.9 -> 116199.9   | 91913.82 -> 91913.82     | 32 -> 32   | 50 -> 50   | 0 -> 0 | 12/5/2020 8:32:22 PM -> 12/7/2020 8:47:52 PM   | 
 | 1929  | 116172.2 -> 116172.2   | 91925.19 -> 91925.19     | 30 -> 30   | 58 -> 58   | 0 -> 0 | 12/5/2020 8:32:24 PM -> 12/7/2020 8:47:54 PM   | 
 | 1931  | 116138 -> 116138       | 91932.38 -> 91932.38     | 29 -> 29   | 58 -> 58   | 0 -> 0 | 12/5/2020 8:32:26 PM -> 12/7/2020 8:47:56 PM   | 
 | 1933  | 116111.6 -> 116111.6   | 91947.17 -> 91947.17     | 36 -> 36   | 61 -> 61   | 0 -> 0 | 12/5/2020 8:32:28 PM -> 12/7/2020 8:47:58 PM   | 
 | 1935  | 116086.6 -> 116086.6   | 91974.15 -> 91974.15     | 39 -> 39   | 69 -> 69   | 0 -> 0 | 12/5/2020 8:32:30 PM -> 12/7/2020 8:48:00 PM   | 
 | 1937  | 116061.8 -> 116061.8   | 92005.2 -> 92005.2       | 40 -> 40   | 62 -> 62   | 0 -> 0 | 12/5/2020 8:32:32 PM -> 12/7/2020 8:48:02 PM   | 
 | 1939  | 116047.8 -> 116047.8   | 92023.28 -> 92023.28     | 40 -> 40   | 26 -> 26   | 0 -> 0 | 12/5/2020 8:32:34 PM -> 12/7/2020 8:48:04 PM   | 
 | 1941  | 116046.7 -> 116046.7   | 92024.79 -> 92024.79     | 40 -> 40   | 0 -> 0     | 0 -> 0 | 12/5/2020 8:32:36 PM -> 12/7/2020 8:48:06 PM   | 
 | 1943  | 116046.6 -> 116046.6   | 92024.88 -> 92024.88     | 40 -> 40   | 1 -> 1     | 0 -> 0 | 12/5/2020 8:32:38 PM -> 12/7/2020 8:48:08 PM   | 
 | 1945  | 116046.5 -> 116046.5   | 92025.05 -> 92025.05     | 40 -> 40   | 0 -> 0     | 0 -> 0 | 12/5/2020 8:32:40 PM -> 12/7/2020 8:48:10 PM   | 
 | 1947  | 116046.5 -> 116046.5   | 92025.05 -> 92025.05     | 40 -> 40   | 0 -> 0     | 0 -> 0 | 12/5/2020 8:32:49 PM -> 12/7/2020 8:48:19 PM   | 
 | 1949  | 116044 -> 116044       | 92028.31 -> 92028.31     | 40 -> 40   | 18 -> 18   | 0 -> 0 | 12/5/2020 8:32:51 PM -> 12/7/2020 8:48:21 PM   | 
 | 1951  | 116034 -> 116034       | 92042.1 -> 92042.1       | 40 -> 40   | 33 -> 33   | 0 -> 0 | 12/5/2020 8:32:53 PM -> 12/7/2020 8:48:23 PM   | 
 | 1953  | 116021.7 -> 116021.7   | 92060.09 -> 92060.09     | 40 -> 40   | 48 -> 48   | 0 -> 0 | 12/5/2020 8:32:55 PM -> 12/7/2020 8:48:25 PM   | 
 | 1955  | 116004.5 -> 116004.5   | 92082.06 -> 92082.06     | 38 -> 38   | 56 -> 56   | 0 -> 0 | 12/5/2020 8:32:57 PM -> 12/7/2020 8:48:27 PM   | 
 | 1957  | 115972.8 -> 115972.8   | 92100.97 -> 92100.97     | 29 -> 29   | 60 -> 60   | 0 -> 0 | 12/5/2020 8:32:59 PM -> 12/7/2020 8:48:29 PM   | 
 | 1959  | 115949.3 -> 115949.3   | 92111.13 -> 92111.13     | 40 -> 40   | 41 -> 41   | 0 -> 0 | 12/5/2020 8:33:01 PM -> 12/7/2020 8:48:31 PM   | 
 | 1961  | 115943.3 -> 115943.3   | 92134.78 -> 92134.78     | 49 -> 49   | 49 -> 49   | 0 -> 0 | 12/5/2020 8:33:03 PM -> 12/7/2020 8:48:33 PM   | 
 | 1963  | 115942.2 -> 115942.2   | 92165.62 -> 92165.62     | 48 -> 48   | 61 -> 61   | 0 -> 0 | 12/5/2020 8:33:05 PM -> 12/7/2020 8:48:35 PM   | 
 | 1965  | 115936.6 -> 115936.6   | 92201.37 -> 92201.37     | 47 -> 47   | 70 -> 70   | 0 -> 0 | 12/5/2020 8:33:07 PM -> 12/7/2020 8:48:37 PM   | 
 | 1967  | 115926.5 -> 115926.5   | 92242.38 -> 92242.38     | 46 -> 46   | 77 -> 77   | 0 -> 0 | 12/5/2020 8:33:09 PM -> 12/7/2020 8:48:39 PM   | 
 | 1969  | 115917.1 -> 115917.1   | 92285.77 -> 92285.77     | 47 -> 47   | 84 -> 84   | 0 -> 0 | 12/5/2020 8:33:11 PM -> 12/7/2020 8:48:41 PM   | 
 | 1971  | 115908.5 -> 115908.5   | 92334.69 -> 92334.69     | 47 -> 47   | 92 -> 92   | 0 -> 0 | 12/5/2020 8:33:13 PM -> 12/7/2020 8:48:43 PM   | 
 | 1973  | 115900.6 -> 115900.6   | 92386.57 -> 92386.57     | 48 -> 48   | 95 -> 95   | 0 -> 0 | 12/5/2020 8:33:15 PM -> 12/7/2020 8:48:45 PM   | 
 | 1975  | 115896.6 -> 115896.6   | 92438.18 -> 92438.18     | 48 -> 48   | 98 -> 98   | 0 -> 0 | 12/5/2020 8:33:17 PM -> 12/7/2020 8:48:47 PM   | 
 | 1977  | 115885.3 -> 115885.3   | 92493.1 -> 92493.1       | 47 -> 47   | 97 -> 97   | 0 -> 0 | 12/5/2020 8:33:19 PM -> 12/7/2020 8:48:49 PM   | 
 | 1979  | 115874.9 -> 115874.9   | 92546.96 -> 92546.96     | 47 -> 47   | 98 -> 98   | 0 -> 0 | 12/5/2020 8:33:21 PM -> 12/7/2020 8:48:51 PM   | 
 | 1981  | 115867.1 -> 115867.1   | 92601.44 -> 92601.44     | 48 -> 48   | 98 -> 98   | 0 -> 0 | 12/5/2020 8:33:23 PM -> 12/7/2020 8:48:53 PM   | 
 | 1983  | 115859.9 -> 115859.9   | 92655.53 -> 92655.53     | 48 -> 48   | 99 -> 99   | 0 -> 0 | 12/5/2020 8:33:25 PM -> 12/7/2020 8:48:55 PM   | 
 | 1985  | 115853.2 -> 115853.2   | 92710.52 -> 92710.52     | 49 -> 49   | 99 -> 99   | 0 -> 0 | 12/5/2020 8:33:27 PM -> 12/7/2020 8:48:57 PM   | 
 | 1987  | 115847.1 -> 115847.1   | 92763.8 -> 92763.8       | 48 -> 48   | 98 -> 98   | 0 -> 0 | 12/5/2020 8:33:29 PM -> 12/7/2020 8:48:59 PM   | 
 | 1989  | 115837.8 -> 115837.8   | 92819.38 -> 92819.38     | 47 -> 47   | 99 -> 99   | 0 -> 0 | 12/5/2020 8:33:31 PM -> 12/7/2020 8:49:01 PM   | 
 | 1991  | 115827.8 -> 115827.8   | 92872.95 -> 92872.95     | 48 -> 48   | 98 -> 98   | 0 -> 0 | 12/5/2020 8:33:33 PM -> 12/7/2020 8:49:03 PM   | 
 | 1993  | 115820.6 -> 115820.6   | 92927.49 -> 92927.49     | 48 -> 48   | 98 -> 98   | 0 -> 0 | 12/5/2020 8:33:35 PM -> 12/7/2020 8:49:05 PM   | 
 | 1995  | 115813.4 -> 115813.4   | 92982.93 -> 92982.93     | 48 -> 48   | 99 -> 99   | 0 -> 0 | 12/5/2020 8:33:37 PM -> 12/7/2020 8:49:07 PM   | 
 | 1997  | 115805.8 -> 115805.8   | 93037.86 -> 93037.86     | 48 -> 48   | 98 -> 98   | 0 -> 0 | 12/5/2020 8:33:39 PM -> 12/7/2020 8:49:09 PM   | 
 | 1999  | 115797.9 -> 115797.9   | 93092.3 -> 93092.3       | 48 -> 48   | 98 -> 98   | 0 -> 0 | 12/5/2020 8:33:41 PM -> 12/7/2020 8:49:11 PM   | 
 | 2001  | 115794 -> 115794       | 93147.13 -> 93147.13     | 49 -> 49   | 99 -> 99   | 0 -> 0 | 12/5/2020 8:33:43 PM -> 12/7/2020 8:49:13 PM   | 
 | 2003  | 115790.9 -> 115790.9   | 93201.58 -> 93201.58     | 49 -> 49   | 98 -> 98   | 0 -> 0 | 12/5/2020 8:33:45 PM -> 12/7/2020 8:49:15 PM   | 
 | 2005  | 115785.2 -> 115785.2   | 93256.74 -> 93256.74     | 48 -> 48   | 99 -> 99   | 0 -> 0 | 12/5/2020 8:33:47 PM -> 12/7/2020 8:49:17 PM   | 
 | 2007  | 115780 -> 115780       | 93311.02 -> 93311.02     | 49 -> 49   | 99 -> 99   | 0 -> 0 | 12/5/2020 8:33:49 PM -> 12/7/2020 8:49:19 PM   | 
 | 2009  | 115776.6 -> 115776.6   | 93364.08 -> 93364.08     | 49 -> 49   | 98 -> 98   | 0 -> 0 | 12/5/2020 8:33:51 PM -> 12/7/2020 8:49:21 PM   | 
 | 2011  | 115771.3 -> 115771.3   | 93421.11 -> 93421.11     | 48 -> 48   | 99 -> 99   | 0 -> 0 | 12/5/2020 8:33:53 PM -> 12/7/2020 8:49:23 PM   | 
 | 2013  | 115765 -> 115765       | 93475.28 -> 93475.28     | 48 -> 48   | 99 -> 99   | 0 -> 0 | 12/5/2020 8:33:55 PM -> 12/7/2020 8:49:25 PM   | 
 | 2015  | 115760.1 -> 115760.1   | 93530.06 -> 93530.06     | 49 -> 49   | 98 -> 98   | 0 -> 0 | 12/5/2020 8:33:57 PM -> 12/7/2020 8:49:27 PM   | 
 | 2017  | 115752.3 -> 115752.3   | 93584.95 -> 93584.95     | 47 -> 47   | 99 -> 99   | 0 -> 0 | 12/5/2020 8:33:59 PM -> 12/7/2020 8:49:29 PM   | 
 | 2019  | 115744.6 -> 115744.6   | 93638.95 -> 93638.95     | 48 -> 48   | 98 -> 98   | 0 -> 0 | 12/5/2020 8:34:01 PM -> 12/7/2020 8:49:31 PM   | 
 | 2021  | 115735.1 -> 115735.1   | 93693.57 -> 93693.57     | 47 -> 47   | 98 -> 98   | 0 -> 0 | 12/5/2020 8:34:03 PM -> 12/7/2020 8:49:33 PM   | 
 | 2023  | 115724.3 -> 115724.3   | 93747.5 -> 93747.5       | 47 -> 47   | 99 -> 99   | 0 -> 0 | 12/5/2020 8:34:05 PM -> 12/7/2020 8:49:35 PM   | 
 | 2025  | 115714.2 -> 115714.2   | 93801.55 -> 93801.55     | 47 -> 47   | 98 -> 98   | 0 -> 0 | 12/5/2020 8:34:07 PM -> 12/7/2020 8:49:37 PM   | 
 | 2027  | 115702.4 -> 115702.4   | 93855.27 -> 93855.27     | 46 -> 46   | 98 -> 98   | 0 -> 0 | 12/5/2020 8:34:09 PM -> 12/7/2020 8:49:39 PM   | 
 | 2029  | 115689.8 -> 115689.8   | 93907.39 -> 93907.39     | 46 -> 46   | 99 -> 99   | 0 -> 0 | 12/5/2020 8:34:11 PM -> 12/7/2020 8:49:41 PM   | 
 | 2031  | 115675 -> 115675       | 93961.8 -> 93961.8       | 46 -> 46   | 98 -> 98   | 0 -> 0 | 12/5/2020 8:34:13 PM -> 12/7/2020 8:49:43 PM   | 
 | 2033  | 115661.1 -> 115661.1   | 94014.05 -> 94014.05     | 46 -> 46   | 99 -> 99   | 0 -> 0 | 12/5/2020 8:34:15 PM -> 12/7/2020 8:49:45 PM   | 
 | 2035  | 115649.9 -> 115649.9   | 94061.32 -> 94061.32     | 46 -> 46   | 99 -> 99   | 0 -> 0 | 12/5/2020 8:34:17 PM -> 12/7/2020 8:49:47 PM   | 
 | 2037  | 115637.8 -> 115637.8   | 94114.51 -> 94114.51     | 46 -> 46   | 99 -> 99   | 0 -> 0 | 12/5/2020 8:34:19 PM -> 12/7/2020 8:49:49 PM   | 
 | 2039  | 115626.1 -> 115626.1   | 94168.71 -> 94168.71     | 47 -> 47   | 98 -> 98   | 0 -> 0 | 12/5/2020 8:34:21 PM -> 12/7/2020 8:49:51 PM   | 
 | 2041  | 115615.2 -> 115615.2   | 94223.13 -> 94223.13     | 47 -> 47   | 99 -> 99   | 0 -> 0 | 12/5/2020 8:34:23 PM -> 12/7/2020 8:49:53 PM   | 
 | 2043  | 115602.6 -> 115602.6   | 94276.18 -> 94276.18     | 46 -> 46   | 99 -> 99   | 0 -> 0 | 12/5/2020 8:34:25 PM -> 12/7/2020 8:49:55 PM   | 
 | 2045  | 115590.8 -> 115590.8   | 94328.96 -> 94328.96     | 47 -> 47   | 99 -> 99   | 0 -> 0 | 12/5/2020 8:34:27 PM -> 12/7/2020 8:49:57 PM   | 
 | 2047  | 115584.1 -> 115584.1   | 94382.14 -> 94382.14     | 49 -> 49   | 98 -> 98   | 0 -> 0 | 12/5/2020 8:34:29 PM -> 12/7/2020 8:49:59 PM   | 
 | 2049  | 115585.6 -> 115585.6   | 94432.38 -> 94432.38     | 51 -> 51   | 98 -> 98   | 0 -> 0 | 12/5/2020 8:34:31 PM -> 12/7/2020 8:50:01 PM   | 
 | 2051  | 115591.3 -> 115591.3   | 94494.92 -> 94494.92     | 51 -> 51   | 99 -> 99   | 0 -> 0 | 12/5/2020 8:34:33 PM -> 12/7/2020 8:50:03 PM   | 
 | 2053  | 115595.6 -> 115595.6   | 94550.17 -> 94550.17     | 51 -> 51   | 99 -> 99   | 0 -> 0 | 12/5/2020 8:34:35 PM -> 12/7/2020 8:50:05 PM   | 
 | 2055  | 115601.6 -> 115601.6   | 94604.91 -> 94604.91     | 51 -> 51   | 99 -> 99   | 0 -> 0 | 12/5/2020 8:34:37 PM -> 12/7/2020 8:50:07 PM   | 
 | 2057  | 115601 -> 115601       | 94659.29 -> 94659.29     | 49 -> 49   | 98 -> 98   | 0 -> 0 | 12/5/2020 8:34:39 PM -> 12/7/2020 8:50:09 PM   | 
 | 2059  | 115585.2 -> 115585.2   | 94712.51 -> 94712.51     | 42 -> 42   | 98 -> 98   | 0 -> 0 | 12/5/2020 8:34:41 PM -> 12/7/2020 8:50:11 PM   | 
 | 2061  | 115556.2 -> 115556.2   | 94754.81 -> 94754.81     | 40 -> 40   | 99 -> 99   | 0 -> 0 | 12/5/2020 8:34:43 PM -> 12/7/2020 8:50:13 PM   | 
 | 2063  | 115521.5 -> 115521.5   | 94799.22 -> 94799.22     | 39 -> 39   | 98 -> 98   | 0 -> 0 | 12/5/2020 8:34:45 PM -> 12/7/2020 8:50:15 PM   | 
 | 2065  | 115486.8 -> 115486.8   | 94843.74 -> 94843.74     | 41 -> 41   | 98 -> 98   | 0 -> 0 | 12/5/2020 8:34:47 PM -> 12/7/2020 8:50:17 PM   | 
 | 2067  | 115463.4 -> 115463.4   | 94894.31 -> 94894.31     | 45 -> 45   | 98 -> 98   | 0 -> 0 | 12/5/2020 8:34:49 PM -> 12/7/2020 8:50:19 PM   | 
 | 2069  | 115451.1 -> 115451.1   | 94946.95 -> 94946.95     | 47 -> 47   | 99 -> 99   | 0 -> 0 | 12/5/2020 8:34:51 PM -> 12/7/2020 8:50:21 PM   | 
 | 2071  | 115439.4 -> 115439.4   | 95001.13 -> 95001.13     | 46 -> 46   | 99 -> 99   | 0 -> 0 | 12/5/2020 8:34:53 PM -> 12/7/2020 8:50:23 PM   | 
 | 2073  | 115424 -> 115424       | 95054.34 -> 95054.34     | 45 -> 45   | 98 -> 98   | 0 -> 0 | 12/5/2020 8:34:55 PM -> 12/7/2020 8:50:25 PM   | 
 | 2075  | 115406.7 -> 115406.7   | 95105.95 -> 95105.95     | 44 -> 44   | 99 -> 99   | 0 -> 0 | 12/5/2020 8:34:57 PM -> 12/7/2020 8:50:27 PM   | 
 | 2077  | 115387 -> 115387       | 95156.45 -> 95156.45     | 44 -> 44   | 99 -> 99   | 0 -> 0 | 12/5/2020 8:34:59 PM -> 12/7/2020 8:50:29 PM   | 
 | 2079  | 115367.4 -> 115367.4   | 95207.85 -> 95207.85     | 44 -> 44   | 98 -> 98   | 0 -> 0 | 12/5/2020 8:35:01 PM -> 12/7/2020 8:50:31 PM   | 
 | 2081  | 115349.4 -> 115349.4   | 95259.78 -> 95259.78     | 45 -> 45   | 99 -> 99   | 0 -> 0 | 12/5/2020 8:35:03 PM -> 12/7/2020 8:50:33 PM   | 
 | 2083  | 115331.9 -> 115331.9   | 95312.91 -> 95312.91     | 45 -> 45   | 98 -> 98   | 0 -> 0 | 12/5/2020 8:35:05 PM -> 12/7/2020 8:50:35 PM   | 
 | 2085  | 115314.4 -> 115314.4   | 95364.59 -> 95364.59     | 45 -> 45   | 99 -> 99   | 0 -> 0 | 12/5/2020 8:35:07 PM -> 12/7/2020 8:50:37 PM   | 
 | 2087  | 115296.7 -> 115296.7   | 95416.66 -> 95416.66     | 45 -> 45   | 99 -> 99   | 0 -> 0 | 12/5/2020 8:35:09 PM -> 12/7/2020 8:50:39 PM   | 
 | 2089  | 115279.6 -> 115279.6   | 95469.41 -> 95469.41     | 45 -> 45   | 98 -> 98   | 0 -> 0 | 12/5/2020 8:35:11 PM -> 12/7/2020 8:50:41 PM   | 
 | 2091  | 115262.3 -> 115262.3   | 95522.13 -> 95522.13     | 45 -> 45   | 99 -> 99   | 0 -> 0 | 12/5/2020 8:35:13 PM -> 12/7/2020 8:50:43 PM   | 
 | 2093  | 115245.5 -> 115245.5   | 95574.02 -> 95574.02     | 45 -> 45   | 98 -> 98   | 0 -> 0 | 12/5/2020 8:35:15 PM -> 12/7/2020 8:50:45 PM   | 
 | 2095  | 115227.2 -> 115227.2   | 95625.86 -> 95625.86     | 45 -> 45   | 98 -> 98   | 0 -> 0 | 12/5/2020 8:35:17 PM -> 12/7/2020 8:50:47 PM   | 
 | 2097  | 115212.4 -> 115212.4   | 95678.75 -> 95678.75     | 46 -> 46   | 98 -> 98   | 0 -> 0 | 12/5/2020 8:35:19 PM -> 12/7/2020 8:50:49 PM   | 
 | 2099  | 115202.2 -> 115202.2   | 95732.72 -> 95732.72     | 48 -> 48   | 98 -> 98   | 0 -> 0 | 12/5/2020 8:35:21 PM -> 12/7/2020 8:50:51 PM   | 
 | 2101  | 115195.2 -> 115195.2   | 95787.25 -> 95787.25     | 48 -> 48   | 98 -> 98   | 0 -> 0 | 12/5/2020 8:35:23 PM -> 12/7/2020 8:50:53 PM   | 
 | 2103  | 115183.5 -> 115183.5   | 95840.48 -> 95840.48     | 46 -> 46   | 99 -> 99   | 0 -> 0 | 12/5/2020 8:35:25 PM -> 12/7/2020 8:50:55 PM   | 
 | 2105  | 115164.5 -> 115164.5   | 95886.58 -> 95886.58     | 42 -> 42   | 99 -> 99   | 0 -> 0 | 12/5/2020 8:35:27 PM -> 12/7/2020 8:50:57 PM   | 
 | 2107  | 115132.8 -> 115132.8   | 95932.03 -> 95932.03     | 39 -> 39   | 98 -> 98   | 0 -> 0 | 12/5/2020 8:35:29 PM -> 12/7/2020 8:50:59 PM   | 
 | 2109  | 115097.3 -> 115097.3   | 95974.48 -> 95974.48     | 40 -> 40   | 98 -> 98   | 0 -> 0 | 12/5/2020 8:35:31 PM -> 12/7/2020 8:51:01 PM   | 
 | 2111  | 115065.9 -> 115065.9   | 96018.97 -> 96018.97     | 40 -> 40   | 98 -> 98   | 0 -> 0 | 12/5/2020 8:35:33 PM -> 12/7/2020 8:51:03 PM   | 
 | 2113  | 115036.9 -> 115036.9   | 96065.67 -> 96065.67     | 42 -> 42   | 98 -> 98   | 0 -> 0 | 12/5/2020 8:35:35 PM -> 12/7/2020 8:51:05 PM   | 
 | 2115  | 115014.2 -> 115014.2   | 96115.76 -> 96115.76     | 44 -> 44   | 99 -> 99   | 0 -> 0 | 12/5/2020 8:35:37 PM -> 12/7/2020 8:51:07 PM   | 
 | 2117  | 114999.3 -> 114999.3   | 96163.78 -> 96163.78     | 46 -> 46   | 81 -> 81   | 0 -> 0 | 12/5/2020 8:35:39 PM -> 12/7/2020 8:51:09 PM   | 
 | 2119  | 114994.7 -> 114994.7   | 96199.7 -> 96199.7       | 49 -> 49   | 56 -> 56   | 0 -> 0 | 12/5/2020 8:35:41 PM -> 12/7/2020 8:51:11 PM   | 
 | 2121  | 114999.7 -> 114999.7   | 96231.42 -> 96231.42     | 59 -> 59   | 58 -> 58   | 0 -> 0 | 12/5/2020 8:35:43 PM -> 12/7/2020 8:51:13 PM   | 
 | 2123  | 115030 -> 115030       | 96243.66 -> 96243.66     | 75 -> 75   | 65 -> 65   | 0 -> 0 | 12/5/2020 8:35:45 PM -> 12/7/2020 8:51:15 PM   | 
 | 2125  | 115069.1 -> 115069.1   | 96243.24 -> 96243.24     | 75 -> 75   | 73 -> 73   | 0 -> 0 | 12/5/2020 8:35:47 PM -> 12/7/2020 8:51:17 PM   | 
 | 2127  | 115111.6 -> 115111.6   | 96243.43 -> 96243.43     | 75 -> 75   | 80 -> 80   | 0 -> 0 | 12/5/2020 8:35:49 PM -> 12/7/2020 8:51:19 PM   | 
 | 2129  | 115155.9 -> 115155.9   | 96255.43 -> 96255.43     | 67 -> 67   | 86 -> 86   | 0 -> 0 | 12/5/2020 8:35:51 PM -> 12/7/2020 8:51:21 PM   | 
 | 2131  | 115192.7 -> 115192.7   | 96287.13 -> 96287.13     | 61 -> 61   | 91 -> 91   | 0 -> 0 | 12/5/2020 8:35:53 PM -> 12/7/2020 8:51:23 PM   | 
 | 2133  | 115215.1 -> 115215.1   | 96333.86 -> 96333.86     | 54 -> 54   | 96 -> 96   | 0 -> 0 | 12/5/2020 8:35:55 PM -> 12/7/2020 8:51:25 PM   | 
 | 2135  | 115217.2 -> 115217.2   | 96387.24 -> 96387.24     | 48 -> 48   | 96 -> 96   | 0 -> 0 | 12/5/2020 8:35:57 PM -> 12/7/2020 8:51:27 PM   | 
 | 2137  | 115200.6 -> 115200.6   | 96437.23 -> 96437.23     | 42 -> 42   | 96 -> 96   | 0 -> 0 | 12/5/2020 8:35:59 PM -> 12/7/2020 8:51:29 PM   | 
 | 2139  | 115173.9 -> 115173.9   | 96483.28 -> 96483.28     | 41 -> 41   | 98 -> 98   | 0 -> 0 | 12/5/2020 8:36:01 PM -> 12/7/2020 8:51:31 PM   | 
 | 2141  | 115147.1 -> 115147.1   | 96532.27 -> 96532.27     | 42 -> 42   | 97 -> 97   | 0 -> 0 | 12/5/2020 8:36:03 PM -> 12/7/2020 8:51:33 PM   | 
 | 2143  | 115123.7 -> 115123.7   | 96581.3 -> 96581.3       | 44 -> 44   | 98 -> 98   | 0 -> 0 | 12/5/2020 8:36:05 PM -> 12/7/2020 8:51:35 PM   | 
 | 2145  | 115105.3 -> 115105.3   | 96634.41 -> 96634.41     | 45 -> 45   | 99 -> 99   | 0 -> 0 | 12/5/2020 8:36:07 PM -> 12/7/2020 8:51:37 PM   | 
 | 2147  | 115094.4 -> 115094.4   | 96686 -> 96686           | 48 -> 48   | 98 -> 98   | 0 -> 0 | 12/5/2020 8:36:09 PM -> 12/7/2020 8:51:39 PM   | 
 | 2149  | 115093.1 -> 115093.1   | 96743.72 -> 96743.72     | 51 -> 51   | 99 -> 99   | 0 -> 0 | 12/5/2020 8:36:11 PM -> 12/7/2020 8:51:41 PM   | 
