Sort by Speed (avg)
 | No    | X          | Y         | Distance            | Speed (avg) | Speed (before) | Speed (after) | Heading | 
 | 9308  | 3209.078   | 22737.46  | 8.9387586547656     | 33          | 30             | 36            | 52      | 
 | 10487 | 6225.04    | 47628.37  | 9.65175834063064    | 33          | 30             | 36            | 55      | 
 | 23    | 1635.941   | -51151.85 | 9.29584074277994    | 33.5        | 31             | 36            | 45      | 
 | 10681 | 7726.985   | 50792.83  | 9.38115439267779    | 33.5        | 30             | 37            | 66      | 
 | 11082 | 15408.31   | 56236.66  | 9.29895755298763    | 34          | 32             | 36            | 57      | 
 | 11080 | 15400.02   | 56220.02  | 9.51439905647344    | 36          | 40             | 32            | 58      | 
 | 11925 | 18445.6    | 70849.51  | 10.1780565174623    | 36          | 34             | 38            | 58      | 
 | 3720  | 4002.271   | 3916.129  | 10.6703135743045    | 37          | 34             | 40            | 35      | 
 | 10040 | 122.7985   | 38368.15  | 10.6455843427297    | 37          | 36             | 38            | 48      | 
 | 11927 | 18455.7    | 70868.24  | 10.5381519554883    | 37          | 37             | 37            | 58      | 
 | 11928 | 18459.51   | 70877.51  | 10.0185864335842    | 37          | 37             | 37            | 55      | 
 | 9217  | 2366.928   | 21164.18  | 10.3703317021003    | 37.5        | 35             | 40            | 58      | 
 | 11926 | 18450.75   | 70858.94  | 10.7464311575188    | 37.5        | 38             | 37            | 58      | 
 | 24    | 1631.604   | -51141.67 | 11.0652201374046    | 38          | 36             | 40            | 43      | 
 | 10682 | 7736.362   | 50798.85  | 11.1428006523573    | 38          | 37             | 39            | 66      | 
 | 9303  | 3205.377   | 22701.89  | 10.6999413008506    | 38.5        | 43             | 34            | 51      | 
 | 9309  | 3210.732   | 22747.06  | 9.73533446847795    | 38.5        | 36             | 41            | 53      | 
 | 11083 | 15413.14   | 56246.64  | 11.0890811605567    | 38.5        | 36             | 41            | 57      | 
 | 9203  | 2336.211   | 21105.38  | 11.1241845491062    | 39          | 51             | 27            | 57      | 
 | 10488 | 6228.344   | 47638.45  | 10.6096694860474    | 39          | 36             | 42            | 55      | 
 | 11929 | 18460.97   | 70888.34  | 10.9342393647029    | 39          | 37             | 41            | 51      | 
 | 10041 | 121.7255   | 38379.23  | 11.1260810026255    | 39.5        | 38             | 41            | 48      | 
 | 3721  | 3993.223   | 3923.135  | 11.4435361453647    | 40.5        | 40             | 41            | 36      | 
 | 10483 | 6213.476   | 47597.46  | 12.4035269874177    | 40.5        | 42             | 39            | 56      | 
 | 10683 | 7745.768   | 50804.53  | 10.9875931671845    | 40.5        | 39             | 42            | 66      | 
 | 10028 | 127.6742   | 38322.11  | 10.6565964655491    | 41          | 55             | 27            | 48      | 
 | 25    | 1625.908   | -51132.08 | 11.1535504491651    | 41.5        | 40             | 43            | 41      | 
 | 9218  | 2372.827   | 21174.65  | 12.0160846994313    | 42.5        | 40             | 45            | 58      | 
 | 3722  | 3983.566   | 3930.454  | 12.1171417555201    | 43          | 41             | 45            | 35      | 
 | 11930 | 18457.8    | 70900.18  | 12.2525688124933    | 43          | 41             | 45            | 44      | 
 | 10042 | 120.5905   | 38391.01  | 11.8357995373237    | 43.5        | 41             | 46            | 48      | 
 | 11084 | 15418.39   | 56257.76  | 12.2946840537464    | 43.5        | 41             | 46            | 57      | 
 | 9310  | 3213.507   | 22760.79  | 14.0081122962541    | 44          | 41             | 47            | 53      | 
 | 10684 | 7756.598   | 50810.6   | 12.4176206296956    | 44          | 42             | 46            | 67      | 
 | 10489 | 6232.076   | 47650.32  | 12.4437354094929    | 44.5        | 42             | 47            | 55      | 
 | 26    | 1618.055   | -51121.9  | 12.8537340787587    | 45.5        | 43             | 48            | 39      | 
 | 10482 | 6208.848   | 47585.95  | 11.4567469117095    | 45.5        | 49             | 42            | 56      | 
 | 11886 | 19281.61   | 70851.27  | 11.7988358844744    | 46.5        | 48             | 45            | 18      | 
 | 3723  | 3972.66    | 3937.935  | 13.225191186071     | 47          | 45             | 49            | 34      | 
 | 9219  | 2379.426   | 21186.52  | 13.5786059067245    | 47          | 45             | 49            | 58      | 
 | 11887 | 19268.88   | 70848.7   | 12.9869872769436    | 47          | 45             | 49            | 24      | 
