Number of total tracking : 13229
Max speed : 100
Damage : 4
Time Taken : 03:40:28
 | No    | X         | Y          | Heading | Speed | Damage | Date and Time        | change | 
 |-------------------------------------------------------------------------------------------| 
 | 1     | 18599.67  | 70666.43   | 31      | 5     | 0      | 10/8/2020 6:03:45 PM |        | 
 | 2     | 18598.01  | 70667.13   | 31      | 11    | 0      | 10/8/2020 6:03:46 PM |        | 
 | 3     | 18594.1   | 70669.09   | 33      | 19    | 0      | 10/8/2020 6:03:47 PM |        | 
 | 4     | 18589.05  | 70672.66   | 35      | 26    | 0      | 10/8/2020 6:03:48 PM |        | 
 | 5     | 18583.15  | 70679.02   | 39      | 34    | 0      | 10/8/2020 6:03:49 PM |        | 
 | 6     | 18578.7   | 70687.83   | 44      | 34    | 0      | 10/8/2020 6:03:50 PM |        | 
 | 7     | 18576.45  | 70697.91   | 47      | 40    | 0      | 10/8/2020 6:03:51 PM |        | 
 | 8     | 18575.81  | 70709.7    | 50      | 44    | 0      | 10/8/2020 6:03:52 PM |        | 
 | 9     | 18576.79  | 70721.93   | 52      | 42    | 0      | 10/8/2020 6:03:53 PM |        | 
 | 10    | 18578.13  | 70733.45   | 52      | 43    | 0      | 10/8/2020 6:03:54 PM |        | 
 | 11    | 18580.12  | 70745.59   | 53      | 45    | 0      | 10/8/2020 6:03:55 PM |        | 
 | 12    | 18583.58  | 70758.96   | 55      | 53    | 0      | 10/8/2020 6:03:56 PM |        | 
 | 13    | 18589.45  | 70773.86   | 57      | 61    | 0      | 10/8/2020 6:03:57 PM |        | 
 | 14    | 18597.93  | 70789.62   | 59      | 67    | 0      | 10/8/2020 6:03:58 PM |        | 
 | 15    | 18608.82  | 70805.49   | 60      | 70    | 0      | 10/8/2020 6:03:59 PM |        | 
 | 16    | 18621.86  | 70820.66   | 62      | 71    | 0      | 10/8/2020 6:04:00 PM |        | 
 | 17    | 18636.19  | 70834.7    | 62      | 72    | 0      | 10/8/2020 6:04:01 PM |        | 
 | 18    | 18649.67  | 70850.3    | 60      | 77    | 0      | 10/8/2020 6:04:02 PM |        | 
 | 19    | 18661.64  | 70869.61   | 58      | 82    | 0      | 10/8/2020 6:04:03 PM |        | 
 | 20    | 18671.62  | 70890.23   | 57      | 87    | 0      | 10/8/2020 6:04:04 PM |        | 
 | 21    | 18682.31  | 70913.72   | 56      | 92    | 0      | 10/8/2020 6:04:05 PM |        | 
 | 22    | 18691.48  | 70938.16   | 55      | 95    | 0      | 10/8/2020 6:04:06 PM |        | 
 | 23    | 18698.24  | 70963.35   | 53      | 98    | 0      | 10/8/2020 6:04:07 PM |        | 
 | 24    | 18702.45  | 70991.23   | 52      | 100   | 0      | 10/8/2020 6:04:08 PM | speed  | 
 | 25    | 18703.89  | 71020.14   | 50      | 99    | 0      | 10/8/2020 6:04:09 PM | speed  | 
 | 26    | 18702.9   | 71048.29   | 49      | 100   | 0      | 10/8/2020 6:04:10 PM | speed  | 
 | 27    | 18700.96  | 71078.99   | 49      | 99    | 0      | 10/8/2020 6:04:11 PM | speed  | 
 | 28    | 18700.61  | 71109.37   | 50      | 99    | 0      | 10/8/2020 6:04:12 PM | speed  | 
 | 29    | 18702.03  | 71140.03   | 51      | 99    | 0      | 10/8/2020 6:04:13 PM | speed  | 
 | 30    | 18701.75  | 71169.82   | 47      | 98    | 0      | 10/8/2020 6:04:14 PM |        | 
 | 31    | 18690.64  | 71187.76   | 37      | 63    | 0      | 10/8/2020 6:04:15 PM |        | 
 | 32    | 18675.1   | 71193.91   | 28      | 57    | 0      | 10/8/2020 6:04:16 PM |        | 
 | 33    | 18658.71  | 71196.2    | 27      | 61    | 0      | 10/8/2020 6:04:17 PM |        | 
 | 34    | 18640.6   | 71198.3    | 27      | 67    | 0      | 10/8/2020 6:04:18 PM |        | 
 | 35    | 18621.87  | 71200.73   | 27      | 70    | 0      | 10/8/2020 6:04:19 PM |        | 
 | 36    | 18602.63  | 71203.66   | 27      | 69    | 0      | 10/8/2020 6:04:20 PM |        | 
 | 37    | 18583.41  | 71206.74   | 28      | 71    | 0      | 10/8/2020 6:04:21 PM |        | 
 | 38    | 18563.3   | 71209.85   | 27      | 75    | 0      | 10/8/2020 6:04:22 PM |        | 
 | 39    | 18541.52  | 71211.99   | 26      | 82    | 0      | 10/8/2020 6:04:23 PM |        | 
 | 40    | 18517.64  | 71213.71   | 27      | 90    | 0      | 10/8/2020 6:04:24 PM |        | 
 | 41    | 18492.67  | 71212.2    | 20      | 85    | 0      | 10/8/2020 6:04:25 PM |        | 
 | 42    | 18477.7   | 71199.91   | 10      | 59    | 0      | 10/8/2020 6:04:26 PM |        | 
 | 43    | 18473.07  | 71184.46   | 3       | 60    | 0      | 10/8/2020 6:04:27 PM |        | 
 | 44    | 18470.63  | 71167.27   | 2       | 64    | 0      | 10/8/2020 6:04:28 PM |        | 
 | 45    | 18467.63  | 71149.11   | 3       | 69    | 0      | 10/8/2020 6:04:29 PM |        | 
 | 46    | 18464.11  | 71130.21   | 3       | 71    | 0      | 10/8/2020 6:04:30 PM |        | 
 | 47    | 18461.03  | 71109.54   | 2       | 74    | 0      | 10/8/2020 6:04:31 PM |        | 
 | 48    | 18456.19  | 71088.7    | 5       | 78    | 0      | 10/8/2020 6:04:32 PM |        | 
 | 49    | 18448.57  | 71067.69   | 6       | 82    | 0      | 10/8/2020 6:04:33 PM |        | 
 | 50    | 18437.7   | 71047.55   | 10      | 85    | 0      | 10/8/2020 6:04:34 PM |        | 
 | 51    | 18420.23  | 71029.98   | 13      | 89    | 0      | 10/8/2020 6:04:35 PM |        | 
 | 52    | 18403.08  | 71011.28   | 11      | 93    | 0      | 10/8/2020 6:04:36 PM |        | 
 | 53    | 18390.46  | 70988.8    | 5       | 91    | 0      | 10/8/2020 6:04:37 PM |        | 
 | 54    | 18392.18  | 70967.78   | 94      | 64    | 0      | 10/8/2020 6:04:38 PM |        | 
 | 55    | 18403.12  | 70954.66   | 86      | 62    | 0      | 10/8/2020 6:04:39 PM |        | 
 | 56    | 18417.55  | 70944.83   | 84      | 65    | 0      | 10/8/2020 6:04:40 PM |        | 
 | 57    | 18434.59  | 70935.82   | 82      | 69    | 0      | 10/8/2020 6:04:41 PM |        | 
 | 58    | 18450.73  | 70925.53   | 86      | 70    | 0      | 10/8/2020 6:04:42 PM |        | 
 | 59    | 18461.03  | 70908.52   | 95      | 71    | 0      | 10/8/2020 6:04:43 PM |        | 
 | 60    | 18460.64  | 70888.31   | 3       | 75    | 0      | 10/8/2020 6:04:44 PM |        | 
 | 61    | 18454.16  | 70867.6    | 6       | 80    | 0      | 10/8/2020 6:04:45 PM |        | 
 | 62    | 18444.4   | 70847.29   | 7       | 83    | 0      | 10/8/2020 6:04:46 PM |        | 
 | 63    | 18434.77  | 70828.91   | 8       | 66    | 0      | 10/8/2020 6:04:47 PM |        | 
 | 64    | 18426.96  | 70816.88   | 10      | 34    | 0      | 10/8/2020 6:04:48 PM |        | 
 | 65    | 18423.54  | 70812.13   | 10      | 11    | 0      | 10/8/2020 6:04:49 PM |        | 
 | 66    | 18422.46  | 70810.64   | 10      | 0     | 0      | 10/8/2020 6:04:50 PM |        | 
 | 67    | 19112.11  | 70497.45   | 56      | 0     | 0      | 10/8/2020 6:04:51 PM |        | 
 | 68    | 19112.47  | 70498.38   | 56      | 7     | 0      | 10/8/2020 6:04:52 PM |        | 
 | 69    | 19113.82  | 70501.78   | 56      | 17    | 0      | 10/8/2020 6:04:53 PM |        | 
 | 70    | 19116.24  | 70507.74   | 56      | 27    | 0      | 10/8/2020 6:04:54 PM |        | 
 | 71    | 19119.3   | 70515.41   | 56      | 32    | 0      | 10/8/2020 6:04:55 PM |        | 
 | 72    | 19122.75  | 70525.4    | 55      | 41    | 0      | 10/8/2020 6:04:56 PM |        | 
 | 73    | 19126.36  | 70536.73   | 55      | 47    | 0      | 10/8/2020 6:04:57 PM |        | 
 | 74    | 19130.63  | 70550.67   | 55      | 55    | 0      | 10/8/2020 6:04:58 PM |        | 
 | 75    | 19135.73  | 70565.95   | 55      | 62    | 0      | 10/8/2020 6:04:59 PM |        | 
 | 76    | 19142.05  | 70583.37   | 56      | 68    | 0      | 10/8/2020 6:05:00 PM |        | 
 | 77    | 19148.62  | 70601.63   | 55      | 70    | 0      | 10/8/2020 6:05:01 PM |        | 
 | 78    | 19154.55  | 70619.81   | 55      | 72    | 0      | 10/8/2020 6:05:02 PM |        | 
 | 79    | 19161.71  | 70639.61   | 56      | 76    | 0      | 10/8/2020 6:05:03 PM |        | 
 | 80    | 19169.53  | 70660.19   | 56      | 81    | 0      | 10/8/2020 6:05:04 PM |        | 
 | 81    | 19176.85  | 70682.34   | 55      | 86    | 0      | 10/8/2020 6:05:05 PM |        | 
 | 82    | 19182.99  | 70704.35   | 54      | 84    | 0      | 10/8/2020 6:05:06 PM |        | 
 | 83    | 19187.64  | 70728.41   | 52      | 86    | 0      | 10/8/2020 6:05:07 PM |        | 
 | 84    | 19189.64  | 70753.05   | 51      | 90    | 0      | 10/8/2020 6:05:08 PM |        | 
 | 85    | 19189.51  | 70778.89   | 50      | 94    | 0      | 10/8/2020 6:05:09 PM |        | 
 | 86    | 19188.99  | 70805.35   | 50      | 95    | 0      | 10/8/2020 6:05:10 PM |        | 
 | 87    | 19188.77  | 70831.41   | 50      | 96    | 0      | 10/8/2020 6:05:11 PM |        | 
 | 88    | 19188.83  | 70858.03   | 50      | 98    | 0      | 10/8/2020 6:05:12 PM |        | 
 | 89    | 19189.13  | 70886.47   | 50      | 99    | 0      | 10/8/2020 6:05:13 PM | speed  | 
 | 90    | 19189.38  | 70915.36   | 50      | 99    | 0      | 10/8/2020 6:05:14 PM | speed  | 
 | 91    | 19188.78  | 70945.08   | 49      | 100   | 0      | 10/8/2020 6:05:15 PM | speed  | 
 | 92    | 19186.99  | 70975.34   | 49      | 100   | 0      | 10/8/2020 6:05:16 PM | speed  | 
 | 93    | 19186.88  | 71001.15   | 52      | 72    | 0      | 10/8/2020 6:05:17 PM |        | 
 | 94    | 19193.63  | 71014.41   | 62      | 44    | 0      | 10/8/2020 6:05:18 PM |        | 
 | 95    | 19204.76  | 71019.74   | 70      | 46    | 0      | 10/8/2020 6:05:19 PM |        | 
 | 96    | 19218.33  | 71021.43   | 74      | 53    | 0      | 10/8/2020 6:05:20 PM |        | 
 | 97    | 19234.26  | 71021.69   | 75      | 60    | 0      | 10/8/2020 6:05:21 PM |        | 
 | 98    | 19252.38  | 71021.91   | 75      | 67    | 0      | 10/8/2020 6:05:22 PM |        | 
 | 99    | 19271.26  | 71022.28   | 75      | 69    | 0      | 10/8/2020 6:05:23 PM |        | 
 | 100   | 19290.12  | 71022.83   | 74      | 68    | 0      | 10/8/2020 6:05:24 PM |        | 
 | 101   | 19308.13  | 71023.8    | 74      | 68    | 0      | 10/8/2020 6:05:25 PM |        | 
 | 102   | 19328     | 71022.62   | 78      | 66    | 0      | 10/8/2020 6:05:26 PM |        | 
 | 103   | 19342.25  | 71013.92   | 87      | 55    | 0      | 10/8/2020 6:05:27 PM |        | 
 | 104   | 19348.71  | 70999.71   | 96      | 57    | 0      | 10/8/2020 6:05:28 PM |        | 
 | 105   | 19349.56  | 70983.4    | 1       | 61    | 0      | 10/8/2020 6:05:29 PM |        | 
 | 106   | 19348.55  | 70966.07   | 0       | 65    | 0      | 10/8/2020 6:05:30 PM |        | 
 | 107   | 19350.11  | 70946.85   | 97      | 69    | 0      | 10/8/2020 6:05:31 PM |        | 
 | 108   | 19357.87  | 70929.61   | 90      | 69    | 0      | 10/8/2020 6:05:32 PM |        | 
 | 109   | 19373.02  | 70917.85   | 83      | 68    | 0      | 10/8/2020 6:05:33 PM |        | 
 | 110   | 19391.55  | 70913.64   | 77      | 71    | 0      | 10/8/2020 6:05:34 PM |        | 
 | 111   | 19411.8   | 70914.12   | 73      | 74    | 0      | 10/8/2020 6:05:35 PM |        | 
 | 112   | 19432.81  | 70917.37   | 72      | 78    | 0      | 10/8/2020 6:05:36 PM |        | 
 | 113   | 19454.72  | 70921.15   | 72      | 81    | 0      | 10/8/2020 6:05:37 PM |        | 
 | 114   | 19474.96  | 70931.08   | 64      | 78    | 0      | 10/8/2020 6:05:38 PM |        | 
 | 115   | 19482.32  | 70947.33   | 52      | 57    | 0      | 10/8/2020 6:05:39 PM |        | 
 | 116   | 19481.31  | 70963.45   | 49      | 58    | 0      | 10/8/2020 6:05:40 PM |        | 
 | 117   | 19480.07  | 70980.28   | 49      | 63    | 0      | 10/8/2020 6:05:41 PM |        | 
 | 118   | 19479.06  | 70998.3    | 49      | 68    | 0      | 10/8/2020 6:05:42 PM |        | 
 | 119   | 19476.99  | 71017.59   | 48      | 70    | 0      | 10/8/2020 6:05:43 PM |        | 
 | 120   | 19472.07  | 71036.27   | 44      | 68    | 0      | 10/8/2020 6:05:44 PM |        | 
 | 121   | 19460.2   | 71050.8    | 35      | 63    | 0      | 10/8/2020 6:05:45 PM |        | 
 | 122   | 19445.61  | 71057.95   | 31      | 52    | 0      | 10/8/2020 6:05:46 PM |        | 
 | 123   | 19431.86  | 71061.77   | 29      | 44    | 0      | 10/8/2020 6:05:47 PM |        | 
 | 124   | 19423.64  | 71064.31   | 30      | 17    | 0      | 10/8/2020 6:05:48 PM |        | 
 | 125   | 19422.28  | 71064.76   | 30      | 0     | 0      | 10/8/2020 6:05:49 PM |        | 
 | 126   | 19422.29  | 71064.76   | 30      | 0     | 0      | 10/8/2020 6:05:50 PM |        | 
 | 127   | 19422.29  | 71064.76   | 30      | 0     | 0      | 10/8/2020 6:05:51 PM |        | 
 | 128   | 19422.32  | 71064.74   | 30      | 0     | 0      | 10/8/2020 6:05:52 PM |        | 
 | 129   | 19422.45  | 71064.7    | 30      | -1    | 0      | 10/8/2020 6:05:53 PM |        | 
 | 130   | 19422.75  | 71064.6    | 30      | -1    | 0      | 10/8/2020 6:05:54 PM |        | 
 | 131   | 19423.19  | 71064.46   | 30      | -2    | 0      | 10/8/2020 6:05:55 PM |        | 
 | 132   | 19423.77  | 71064.27   | 30      | -3    | 0      | 10/8/2020 6:05:56 PM |        | 
 | 133   | 19424.54  | 71064.02   | 30      | -3    | 0      | 10/8/2020 6:05:57 PM |        | 
 | 134   | 19425.32  | 71063.78   | 30      | -2    | 0      | 10/8/2020 6:05:58 PM |        | 
 | 135   | 19425.41  | 71063.75   | 30      | 0     | 0      | 10/8/2020 6:05:59 PM |        | 
 | 136   | 19424.83  | 71063.93   | 30      | 5     | 0      | 10/8/2020 6:06:00 PM |        | 
 | 137   | 19421.69  | 71064.9    | 30      | 16    | 0      | 10/8/2020 6:06:01 PM |        | 
 | 138   | 19416.66  | 71066.38   | 30      | 22    | 0      | 10/8/2020 6:06:02 PM |        | 
 | 139   | 19409.62  | 71068.38   | 29      | 28    | 0      | 10/8/2020 6:06:03 PM |        | 
 | 140   | 19401.74  | 71070.57   | 29      | 31    | 0      | 10/8/2020 6:06:04 PM |        | 
 | 141   | 19392.6   | 71073.15   | 29      | 35    | 0      | 10/8/2020 6:06:05 PM |        | 
 | 142   | 19382.9   | 71076.07   | 30      | 39    | 0      | 10/8/2020 6:06:06 PM |        | 
 | 143   | 19371.87  | 71079.88   | 30      | 44    | 0      | 10/8/2020 6:06:07 PM |        | 
 | 144   | 19360.47  | 71084.8    | 32      | 43    | 0      | 10/8/2020 6:06:08 PM |        | 
 | 145   | 19350.82  | 71092.2    | 38      | 47    | 0      | 10/8/2020 6:06:09 PM |        | 
 | 146   | 19344.6   | 71104.82   | 45      | 54    | 0      | 10/8/2020 6:06:10 PM |        | 
 | 147   | 19343.64  | 71120.97   | 50      | 61    | 0      | 10/8/2020 6:06:11 PM |        | 
 | 148   | 19343.97  | 71138.96   | 51      | 67    | 0      | 10/8/2020 6:06:12 PM |        | 
 | 149   | 19345.13  | 71158.21   | 51      | 70    | 0      | 10/8/2020 6:06:13 PM |        | 
 | 150   | 19346.97  | 71178.02   | 52      | 70    | 0      | 10/8/2020 6:06:14 PM |        | 
 | 151   | 19350.39  | 71197.58   | 53      | 75    | 0      | 10/8/2020 6:06:15 PM |        | 
 | 152   | 19356.26  | 71219.11   | 55      | 83    | 0      | 10/8/2020 6:06:16 PM |        | 
 | 153   | 19362.45  | 71242.42   | 54      | 90    | 0      | 10/8/2020 6:06:17 PM |        | 
 | 154   | 19367.29  | 71267.97   | 52      | 96    | 0      | 10/8/2020 6:06:18 PM |        | 
 | 155   | 19369.72  | 71294.56   | 51      | 98    | 0      | 10/8/2020 6:06:19 PM |        | 
 | 156   | 19369.49  | 71322.12   | 49      | 99    | 0      | 10/8/2020 6:06:20 PM |        | 
 | 157   | 19368.16  | 71350.39   | 49      | 100   | 0      | 10/8/2020 6:06:21 PM |        | 
 | 158   | 19369.34  | 71377.99   | 52      | 100   | 0      | 10/8/2020 6:06:22 PM | speed  | 
 | 159   | 19377.53  | 71405.07   | 57      | 100   | 0      | 10/8/2020 6:06:23 PM | speed  | 
 | 160   | 19391.69  | 71430.66   | 58      | 100   | 0      | 10/8/2020 6:06:24 PM | speed  | 
 | 161   | 19404.21  | 71456.54   | 56      | 100   | 0      | 10/8/2020 6:06:25 PM | speed  | 
 | 162   | 19410.26  | 71484.48   | 53      | 99    | 0      | 10/8/2020 6:06:26 PM | speed  | 
 | 163   | 19420.08  | 71513.72   | 57      | 100   | 0      | 10/8/2020 6:06:27 PM | speed  | 
 | 164   | 19439.02  | 71536.42   | 64      | 100   | 0      | 10/8/2020 6:06:28 PM | speed  | 
 | 165   | 19466.19  | 71550.62   | 70      | 100   | 0      | 10/8/2020 6:06:29 PM | speed  | 
 | 166   | 19495.32  | 71560.23   | 70      | 99    | 0      | 10/8/2020 6:06:30 PM | speed  | 
 | 167   | 19525.8   | 71567.27   | 73      | 100   | 0      | 10/8/2020 6:06:31 PM | speed  | 
 | 168   | 19558.11  | 71568.81   | 76      | 99    | 0      | 10/8/2020 6:06:32 PM | speed  | 
 | 169   | 19590.05  | 71564.1    | 78      | 100   | 0      | 10/8/2020 6:06:33 PM | speed  | 
 | 170   | 19621.58  | 71557.66   | 78      | 99    | 0      | 10/8/2020 6:06:34 PM | speed  | 
 | 171   | 19648.39  | 71550.37   | 80      | 100   | 0      | 10/8/2020 6:06:35 PM | new    | 
 | 172   | 19674.64  | 71541.29   | 81      | 99    | 0      | 10/8/2020 6:06:36 PM | new    | 
 | 173   | 19700.36  | 71530.77   | 82      | 99    | 0      | 10/8/2020 6:06:37 PM | new    | 
 | 174   | 19725.31  | 71518.57   | 84      | 100   | 0      | 10/8/2020 6:06:38 PM | new    | 
 | 175   | 19749.13  | 71504.26   | 85      | 100   | 0      | 10/8/2020 6:06:39 PM | new    | 
 | 176   | 19772.94  | 71489.95   | 85      | 100   | 0      | 10/8/2020 6:06:40 PM | new    | 
 | 177   | 19793.21  | 71470.95   | 88      | 100   | 0      | 10/8/2020 6:06:41 PM | new    | 
 | 178   | 19810.16  | 71448.95   | 92      | 100   | 0      | 10/8/2020 6:06:42 PM | new    | 
 | 179   | 19822.5   | 71424.05   | 96      | 100   | 0      | 10/8/2020 6:06:43 PM | new    | 
 | 180   | 19829.21  | 71397.09   | 0       | 100   | 0      | 10/8/2020 6:06:44 PM | new    | 
 | 181   | 19835.93  | 71370.13   | 0       | 100   | 0      | 10/8/2020 6:06:45 PM | new    | 
 | 182   | 19832.03  | 71342.63   | 5       | 100   | 0      | 10/8/2020 6:06:46 PM | new    | 
 | 183   | 19821.23  | 71317.02   | 9       | 99    | 0      | 10/8/2020 6:06:47 PM | new    | 
 | 184   | 19807.7   | 71292.77   | 9       | 100   | 0      | 10/8/2020 6:06:48 PM | new    | 
 | 185   | 19794.17  | 71268.5    | 9       | 99    | 0      | 10/8/2020 6:06:49 PM | new    | 
 | 186   | 19779.67  | 71244.8    | 8       | 100   | 0      | 10/8/2020 6:06:50 PM | new    | 
 | 187   | 19770.14  | 71218.71   | 1       | 99    | 0      | 10/8/2020 6:06:51 PM | new    | 
 | 188   | 19767.76  | 71191.03   | 97      | 100   | 0      | 10/8/2020 6:06:52 PM | new    | 
 | 189   | 19765.38  | 71163.35   | 97      | 99    | 0      | 10/8/2020 6:06:53 PM | new    | 
 | 190   | 19771.03  | 71136.16   | 96      | 100   | 0      | 10/8/2020 6:06:54 PM | new    | 
 | 191   | 19777.73  | 71109.2    | 96      | 100   | 0      | 10/8/2020 6:06:55 PM | new    | 
 | 192   | 19784.79  | 71082.33   | 96      | 100   | 0      | 10/8/2020 6:06:56 PM | new    | 
 | 193   | 19791.85  | 71055.46   | 96      | 100   | 0      | 10/8/2020 6:06:57 PM | new    | 
 | 194   | 19799.43  | 71028.73   | 95      | 100   | 0      | 10/8/2020 6:06:58 PM | new    | 
 | 195   | 19807.36  | 71002.11   | 95      | 99    | 0      | 10/8/2020 6:06:59 PM | new    | 
 | 196   | 19815.75  | 70975.63   | 95      | 99    | 0      | 10/8/2020 6:07:00 PM | new    | 
 | 197   | 19824.88  | 70949.39   | 94      | 100   | 0      | 10/8/2020 6:07:01 PM | new    | 
 | 198   | 19834.01  | 70923.15   | 94      | 100   | 0      | 10/8/2020 6:07:02 PM | new    | 
 | 199   | 19844.22  | 70897.31   | 94      | 100   | 0      | 10/8/2020 6:07:03 PM | new    | 
 | 200   | 19854.64  | 70871.55   | 94      | 100   | 0      | 10/8/2020 6:07:04 PM | new    | 
 | 201   | 19865.05  | 70845.8    | 94      | 99    | 0      | 10/8/2020 6:07:05 PM | new    | 
 | 202   | 19875.81  | 70820.19   | 94      | 100   | 0      | 10/8/2020 6:07:06 PM | new    | 
 | 203   | 19886.69  | 70794.63   | 94      | 100   | 0      | 10/8/2020 6:07:07 PM | new    | 
 | 204   | 19897.53  | 70769.05   | 94      | 100   | 0      | 10/8/2020 6:07:08 PM | new    | 
 | 205   | 19908.37  | 70743.47   | 94      | 99    | 0      | 10/8/2020 6:07:09 PM | new    | 
 | 206   | 19919     | 70717.8    | 94      | 99    | 0      | 10/8/2020 6:07:10 PM | new    | 
 | 207   | 19929.63  | 70692.14   | 94      | 99    | 0      | 10/8/2020 6:07:11 PM | new    | 
 | 208   | 19940.27  | 70666.48   | 94      | 99    | 0      | 10/8/2020 6:07:12 PM | new    | 
 | 209   | 19951.16  | 70640.92   | 93      | 99    | 0      | 10/8/2020 6:07:13 PM | new    | 
 | 210   | 19962.32  | 70615.48   | 93      | 100   | 0      | 10/8/2020 6:07:14 PM | new    | 
 | 211   | 19973.47  | 70590.04   | 93      | 99    | 0      | 10/8/2020 6:07:15 PM | new    | 
 | 212   | 19984.83  | 70564.69   | 93      | 99    | 0      | 10/8/2020 6:07:16 PM | new    | 
 | 213   | 19996.17  | 70539.33   | 93      | 100   | 0      | 10/8/2020 6:07:17 PM | new    | 
 | 214   | 20007.51  | 70513.97   | 93      | 99    | 0      | 10/8/2020 6:07:18 PM | new    | 
 | 215   | 20018.82  | 70488.59   | 93      | 100   | 0      | 10/8/2020 6:07:19 PM | new    | 
 | 216   | 20030.49  | 70463.38   | 93      | 100   | 0      | 10/8/2020 6:07:20 PM | new    | 
 | 217   | 20042.17  | 70438.17   | 93      | 99    | 0      | 10/8/2020 6:07:21 PM | new    | 
 | 218   | 20053.93  | 70413      | 93      | 99    | 0      | 10/8/2020 6:07:22 PM | new    | 
 | 219   | 20065.34  | 70387.67   | 93      | 99    | 0      | 10/8/2020 6:07:23 PM | new    | 
 | 220   | 20076.76  | 70362.34   | 93      | 100   | 0      | 10/8/2020 6:07:24 PM | new    | 
 | 221   | 20089.01  | 70337.41   | 92      | 100   | 0      | 10/8/2020 6:07:25 PM | new    | 
 | 222   | 20102.47  | 70313.1    | 91      | 99    | 0      | 10/8/2020 6:07:26 PM | new    | 
 | 223   | 20115.93  | 70288.8    | 91      | 100   | 0      | 10/8/2020 6:07:27 PM | new    | 
 | 224   | 20130.07  | 70264.88   | 91      | 99    | 0      | 10/8/2020 6:07:28 PM | new    | 
 | 225   | 20144.53  | 70241.16   | 91      | 100   | 0      | 10/8/2020 6:07:29 PM | new    | 
 | 226   | 20159     | 70217.45   | 91      | 100   | 0      | 10/8/2020 6:07:30 PM | new    | 
 | 227   | 20173.97  | 70194.05   | 91      | 99    | 0      | 10/8/2020 6:07:31 PM | new    | 
 | 228   | 20188.94  | 70170.65   | 91      | 99    | 0      | 10/8/2020 6:07:32 PM | new    | 
 | 229   | 20204.58  | 70147.69   | 90      | 100   | 0      | 10/8/2020 6:07:33 PM | new    | 
 | 230   | 20220.64  | 70125.02   | 90      | 100   | 0      | 10/8/2020 6:07:34 PM | new    | 
 | 231   | 20236.7   | 70102.35   | 90      | 99    | 0      | 10/8/2020 6:07:35 PM | new    | 
 | 232   | 20253.33  | 70080.09   | 90      | 100   | 0      | 10/8/2020 6:07:36 PM | new    | 
 | 233   | 20270.29  | 70058.09   | 89      | 100   | 0      | 10/8/2020 6:07:37 PM | new    | 
 | 234   | 20287.25  | 70036.09   | 89      | 99    | 0      | 10/8/2020 6:07:38 PM | new    | 
 | 235   | 20305.05  | 70014.77   | 88      | 99    | 0      | 10/8/2020 6:07:39 PM | new    | 
 | 236   | 20322.86  | 69993.44   | 88      | 100   | 0      | 10/8/2020 6:07:40 PM | new    | 
 | 237   | 20341.67  | 69972.99   | 88      | 99    | 0      | 10/8/2020 6:07:41 PM | new    | 
 | 238   | 20361.19  | 69953.23   | 87      | 99    | 0      | 10/8/2020 6:07:42 PM | new    | 
 | 239   | 20380.72  | 69933.47   | 87      | 99    | 0      | 10/8/2020 6:07:43 PM | new    | 
 | 240   | 20401.07  | 69914.56   | 87      | 99    | 0      | 10/8/2020 6:07:44 PM | new    | 
 | 241   | 20421.43  | 69895.66   | 87      | 100   | 0      | 10/8/2020 6:07:45 PM | new    | 
 | 242   | 20441.83  | 69876.8    | 87      | 99    | 0      | 10/8/2020 6:07:46 PM | new    | 
 | 243   | 20462.39  | 69858.12   | 86      | 99    | 0      | 10/8/2020 6:07:47 PM | new    | 
 | 244   | 20482.96  | 69839.44   | 86      | 100   | 0      | 10/8/2020 6:07:48 PM | new    | 
 | 245   | 20504.13  | 69821.45   | 86      | 99    | 0      | 10/8/2020 6:07:49 PM | new    | 
 | 246   | 20525.89  | 69804.18   | 85      | 100   | 0      | 10/8/2020 6:07:50 PM | new    | 
 | 247   | 20547.65  | 69786.91   | 85      | 99    | 0      | 10/8/2020 6:07:51 PM | new    | 
 | 248   | 20570.11  | 69770.55   | 85      | 100   | 0      | 10/8/2020 6:07:52 PM | new    | 
 | 249   | 20592.56  | 69754.19   | 85      | 100   | 0      | 10/8/2020 6:07:53 PM | new    | 
 | 250   | 20615.52  | 69738.55   | 84      | 99    | 0      | 10/8/2020 6:07:54 PM | new    | 
 | 251   | 20638.58  | 69723.06   | 84      | 100   | 0      | 10/8/2020 6:07:55 PM | new    | 
 | 252   | 20661.64  | 69707.57   | 84      | 99    | 0      | 10/8/2020 6:07:56 PM | new    | 
 | 253   | 20684.65  | 69692      | 85      | 100   | 0      | 10/8/2020 6:07:57 PM | new    | 
 | 254   | 20707.65  | 69676.42   | 85      | 99    | 0      | 10/8/2020 6:07:58 PM | new    | 
 | 255   | 20730.16  | 69660.13   | 85      | 99    | 0      | 10/8/2020 6:07:59 PM | new    | 
 | 256   | 20751.99  | 69642.95   | 86      | 99    | 0      | 10/8/2020 6:08:00 PM | new    | 
 | 257   | 20773.82  | 69625.77   | 86      | 100   | 0      | 10/8/2020 6:08:01 PM | new    | 
 | 258   | 20794.35  | 69607.05   | 88      | 100   | 0      | 10/8/2020 6:08:02 PM | new    | 
 | 259   | 20814.88  | 69588.34   | 88      | 99    | 0      | 10/8/2020 6:08:03 PM | new    | 
