Number of total tracking : 31336
Total Time taken : 12:51:49

 | No    | X         | Y          | Heading | Speed | Damage | Date and Time         | 
 | 1351  | 125015.5  | 86899.85   | 35      | 98    | 0      | 12/5/2020 8:22:45 PM  | 
 | 1353  | 124971    | 86932.08   | 35      | 98    | 0      | 12/5/2020 8:22:47 PM  | 
 | 1355  | 124926.6  | 86963.8    | 35      | 99    | 0      | 12/5/2020 8:22:49 PM  | 
 | 1357  | 124882    | 86996.02   | 35      | 99    | 0      | 12/5/2020 8:22:51 PM  | 
 | 1359  | 124836.3  | 87028.94   | 35      | 98    | 0      | 12/5/2020 8:22:53 PM  | 
 | 1361  | 124792.9  | 87060.44   | 35      | 99    | 0      | 12/5/2020 8:22:55 PM  | 
 | 1363  | 124747.3  | 87093.59   | 35      | 99    | 0      | 12/5/2020 8:22:57 PM  | 
 | 1365  | 124703.3  | 87125.05   | 35      | 98    | 0      | 12/5/2020 8:22:59 PM  | 
 | 1367  | 124658.5  | 87156.99   | 35      | 99    | 0      | 12/5/2020 8:23:01 PM  | 
 | 1369  | 124613.5  | 87189.39   | 35      | 98    | 0      | 12/5/2020 8:23:03 PM  | 
 | 1371  | 124568.9  | 87221.61   | 35      | 98    | 0      | 12/5/2020 8:23:05 PM  | 
 | 1373  | 124524.7  | 87253.52   | 35      | 99    | 0      | 12/5/2020 8:23:07 PM  | 
 | 1375  | 124480    | 87285.6    | 35      | 98    | 0      | 12/5/2020 8:23:09 PM  | 
 | 1377  | 124436.6  | 87317.03   | 35      | 99    | 0      | 12/5/2020 8:23:11 PM  | 
 | 1379  | 124391.2  | 87349.68   | 35      | 98    | 0      | 12/5/2020 8:23:13 PM  | 
 | 1381  | 124345.4  | 87381.87   | 35      | 99    | 0      | 12/5/2020 8:23:15 PM  | 
 | 1383  | 124301.3  | 87413.05   | 35      | 98    | 0      | 12/5/2020 8:23:17 PM  | 
 | 1385  | 124255.9  | 87445.82   | 35      | 99    | 0      | 12/5/2020 8:23:19 PM  | 
 | 1387  | 124211.9  | 87477.99   | 35      | 98    | 0      | 12/5/2020 8:23:21 PM  | 
 | 1389  | 124167    | 87510.48   | 35      | 99    | 0      | 12/5/2020 8:23:23 PM  | 
 | 1391  | 124122.7  | 87542.38   | 35      | 99    | 0      | 12/5/2020 8:23:25 PM  | 
 | 1393  | 124077.8  | 87574.94   | 35      | 98    | 0      | 12/5/2020 8:23:27 PM  | 
 | 1395  | 124033.9  | 87606.52   | 35      | 99    | 0      | 12/5/2020 8:23:29 PM  | 
 | 1397  | 123988.4  | 87639.03   | 35      | 98    | 0      | 12/5/2020 8:23:31 PM  | 
 | 1399  | 123944.7  | 87670.08   | 35      | 98    | 0      | 12/5/2020 8:23:33 PM  | 
 | 1401  | 123899.7  | 87702.46   | 35      | 98    | 0      | 12/5/2020 8:23:35 PM  | 
 | 1403  | 123855.1  | 87734.68   | 35      | 99    | 0      | 12/5/2020 8:23:38 PM  | 
 | 1405  | 123810.1  | 87767.09   | 35      | 98    | 0      | 12/5/2020 8:23:39 PM  | 
 | 1407  | 123765.8  | 87798.92   | 35      | 99    | 0      | 12/5/2020 8:23:42 PM  | 
 | 1409  | 123720.5  | 87831.7    | 35      | 99    | 0      | 12/5/2020 8:23:43 PM  | 
 | 1411  | 123676.4  | 87863.05   | 35      | 98    | 0      | 12/5/2020 8:23:45 PM  | 
 | 1413  | 123632.3  | 87895.06   | 35      | 98    | 0      | 12/5/2020 8:23:48 PM  | 
 | 1415  | 123587.5  | 87927.84   | 35      | 99    | 0      | 12/5/2020 8:23:49 PM  | 
 | 1417  | 123542.4  | 87960.02   | 35      | 98    | 0      | 12/5/2020 8:23:51 PM  | 
 | 1419  | 123498.4  | 87991.52   | 35      | 99    | 0      | 12/5/2020 8:23:53 PM  | 
 | 1421  | 123450.6  | 88022.44   | 34      | 97    | 0      | 12/5/2020 8:23:55 PM  | 
 | 1423  | 123406.3  | 88047.55   | 33      | 94    | 0      | 12/5/2020 8:23:57 PM  | 
 | 1425  | 123365.1  | 88080.8    | 37      | 90    | 0      | 12/5/2020 8:23:59 PM  | 
 | 1427  | 123327.9  | 88112.13   | 35      | 87    | 0      | 12/5/2020 8:24:01 PM  | 
 | 1429  | 123291    | 88139.32   | 35      | 84    | 0      | 12/5/2020 8:24:03 PM  | 
 | 1431  | 123251.6  | 88167.53   | 35      | 81    | 0      | 12/5/2020 8:24:05 PM  | 
 | 1433  | 123215.6  | 88193.64   | 35      | 81    | 0      | 12/5/2020 8:24:07 PM  | 
 | 1435  | 123177.4  | 88221.64   | 35      | 86    | 0      | 12/5/2020 8:24:09 PM  | 
 | 1437  | 123137.8  | 88251.07   | 35      | 92    | 0      | 12/5/2020 8:24:11 PM  | 
 | 1439  | 123095    | 88282.15   | 35      | 97    | 0      | 12/5/2020 8:24:13 PM  | 
 | 1441  | 123050.8  | 88313.64   | 35      | 98    | 0      | 12/5/2020 8:24:15 PM  | 
 | 1443  | 123005.2  | 88345.13   | 35      | 99    | 0      | 12/5/2020 8:24:17 PM  | 
 | 1445  | 122960.6  | 88377.16   | 35      | 98    | 0      | 12/5/2020 8:24:19 PM  | 
 | 1447  | 122918.3  | 88409.48   | 36      | 98    | 0      | 12/5/2020 8:24:21 PM  | 
 | 1449  | 122874.7  | 88445.19   | 36      | 99    | 0      | 12/5/2020 8:24:23 PM  | 
 | 1451  | 122832.6  | 88481.2    | 36      | 98    | 0      | 12/5/2020 8:24:25 PM  | 
 | 1453  | 122790.9  | 88517.07   | 36      | 98    | 0      | 12/5/2020 8:24:27 PM  | 
 | 1455  | 122748.7  | 88552.38   | 36      | 99    | 0      | 12/5/2020 8:24:29 PM  | 
 | 1457  | 122705.3  | 88586.34   | 35      | 99    | 0      | 12/5/2020 8:24:32 PM  | 
 | 1459  | 122659.5  | 88620.2    | 35      | 99    | 0      | 12/5/2020 8:24:34 PM  | 
 | 1461  | 122616.7  | 88651.16   | 35      | 100   | 0      | 12/5/2020 8:24:36 PM  | 
 | 1463  | 122568.9  | 88684.54   | 34      | 100   | 0      | 12/5/2020 8:24:38 PM  | 
 | 1465  | 122523.2  | 88714.48   | 34      | 99    | 0      | 12/5/2020 8:24:40 PM  | 
 | 1467  | 122475.5  | 88744.85   | 34      | 99    | 0      | 12/5/2020 8:24:42 PM  | 
 | 1469  | 122427.6  | 88774.53   | 34      | 100   | 0      | 12/5/2020 8:24:44 PM  | 
 | 1471  | 122381.7  | 88802.43   | 34      | 99    | 0      | 12/5/2020 8:24:46 PM  | 
 | 1473  | 122332.2  | 88832.41   | 34      | 100   | 0      | 12/5/2020 8:24:48 PM  | 
 | 1475  | 122284.3  | 88860.41   | 33      | 100   | 0      | 12/5/2020 8:24:50 PM  | 
 | 1477  | 122236    | 88886.97   | 33      | 99    | 0      | 12/5/2020 8:24:52 PM  | 
 | 1479  | 122186    | 88911.34   | 32      | 100   | 0      | 12/5/2020 8:24:54 PM  | 
 | 1481  | 122135.4  | 88933.05   | 31      | 99    | 0      | 12/5/2020 8:24:56 PM  | 
 | 1483  | 122083.1  | 88953.01   | 30      | 99    | 0      | 12/5/2020 8:24:58 PM  | 
 | 1485  | 122030.3  | 88970.4    | 30      | 100   | 0      | 12/5/2020 8:25:00 PM  | 
 | 1487  | 121976.7  | 88985.02   | 29      | 99    | 0      | 12/5/2020 8:25:02 PM  | 
 | 1489  | 121923    | 88994.87   | 27      | 99    | 0      | 12/5/2020 8:25:04 PM  | 
 | 1491  | 121866.4  | 89001.41   | 27      | 100   | 0      | 12/5/2020 8:25:06 PM  | 
 | 1493  | 121810.5  | 89004.91   | 25      | 99    | 0      | 12/5/2020 8:25:08 PM  | 
 | 1495  | 121756.9  | 89004.73   | 24      | 99    | 0      | 12/5/2020 8:25:10 PM  | 
 | 1497  | 121699.3  | 88999.24   | 23      | 99    | 0      | 12/5/2020 8:25:12 PM  | 
 | 1499  | 121646.7  | 88988.55   | 21      | 99    | 0      | 12/5/2020 8:25:14 PM  | 
 | 1501  | 121591.2  | 88975.48   | 21      | 100   | 0      | 12/5/2020 8:25:16 PM  | 
 | 1503  | 121537.2  | 88962.54   | 21      | 100   | 0      | 12/5/2020 8:25:18 PM  | 
 | 1505  | 121483.2  | 88949.59   | 21      | 99    | 0      | 12/5/2020 8:25:20 PM  | 
 | 1507  | 121429.1  | 88936.86   | 21      | 100   | 0      | 12/5/2020 8:25:22 PM  | 
 | 1509  | 121375.5  | 88924.41   | 21      | 99    | 0      | 12/5/2020 8:25:24 PM  | 
 | 1511  | 121320.5  | 88911.32   | 21      | 99    | 0      | 12/5/2020 8:25:26 PM  | 
 | 1513  | 121266.9  | 88898.64   | 21      | 100   | 0      | 12/5/2020 8:25:28 PM  | 
 | 1515  | 121212.4  | 88885.92   | 21      | 99    | 0      | 12/5/2020 8:25:30 PM  | 
 | 1517  | 121158.7  | 88873.4    | 21      | 99    | 0      | 12/5/2020 8:25:32 PM  | 
 | 1519  | 121106.4  | 88861.2    | 21      | 100   | 0      | 12/5/2020 8:25:34 PM  | 
 | 1521  | 121051.5  | 88848.09   | 21      | 99    | 0      | 12/5/2020 8:25:36 PM  | 
 | 1523  | 120996.4  | 88835.54   | 22      | 99    | 0      | 12/5/2020 8:25:38 PM  | 
 | 1525  | 120942.3  | 88823.02   | 21      | 100   | 0      | 12/5/2020 8:25:40 PM  | 
 | 1527  | 120887.8  | 88809.92   | 21      | 99    | 0      | 12/5/2020 8:25:42 PM  | 
 | 1529  | 120835.1  | 88797.29   | 21      | 99    | 0      | 12/5/2020 8:25:44 PM  | 
 | 1531  | 120780.6  | 88784.47   | 21      | 100   | 0      | 12/5/2020 8:25:46 PM  | 
 | 1533  | 120725.6  | 88771.55   | 21      | 99    | 0      | 12/5/2020 8:25:48 PM  | 
 | 1535  | 120671.5  | 88758.83   | 21      | 99    | 0      | 12/5/2020 8:25:50 PM  | 
 | 1537  | 120626    | 88748.14   | 21      | 100   | 0      | 12/5/2020 8:25:52 PM  | 
 | 1539  | 120570.6  | 88735.13   | 21      | 99    | 0      | 12/5/2020 8:25:54 PM  | 
 | 1541  | 120524.2  | 88724.24   | 21      | 99    | 0      | 12/5/2020 8:25:56 PM  | 
 | 1543  | 120470.1  | 88711.59   | 21      | 99    | 0      | 12/5/2020 8:25:58 PM  | 
 | 1545  | 120415.5  | 88698.77   | 21      | 99    | 0      | 12/5/2020 8:26:00 PM  | 
 | 1547  | 120360.6  | 88685.68   | 21      | 100   | 0      | 12/5/2020 8:26:02 PM  | 
 | 1549  | 120307    | 88673.1    | 21      | 99    | 0      | 12/5/2020 8:26:04 PM  | 
 | 1551  | 120252.9  | 88660.31   | 21      | 99    | 0      | 12/5/2020 8:26:06 PM  | 
 | 1553  | 120201.5  | 88648.27   | 21      | 100   | 0      | 12/5/2020 8:26:08 PM  | 
 | 1555  | 120144.8  | 88634.82   | 21      | 99    | 0      | 12/5/2020 8:26:10 PM  | 
 | 1557  | 120091.2  | 88622      | 21      | 99    | 0      | 12/5/2020 8:26:12 PM  | 
 | 1559  | 120037    | 88609.59   | 21      | 100   | 0      | 12/5/2020 8:26:14 PM  | 
 | 1561  | 119982.4  | 88596.96   | 21      | 99    | 0      | 12/5/2020 8:26:16 PM  | 
 | 1563  | 119929.7  | 88584.56   | 21      | 100   | 0      | 12/5/2020 8:26:18 PM  | 
 | 1565  | 119874.7  | 88571.62   | 21      | 100   | 0      | 12/5/2020 8:26:20 PM  | 
 | 1567  | 119821.1  | 88559      | 21      | 99    | 0      | 12/5/2020 8:26:22 PM  | 
 | 1569  | 119766.2  | 88545.73   | 21      | 100   | 0      | 12/5/2020 8:26:24 PM  | 
 | 1571  | 119712.6  | 88533.1    | 21      | 99    | 0      | 12/5/2020 8:26:26 PM  | 
 | 1573  | 119660.3  | 88520.96   | 21      | 100   | 0      | 12/5/2020 8:26:28 PM  | 
 | 1575  | 119603.5  | 88507.75   | 21      | 99    | 0      | 12/5/2020 8:26:30 PM  | 
 | 1577  | 119550.2  | 88495.51   | 21      | 100   | 0      | 12/5/2020 8:26:32 PM  | 
 | 1579  | 119496.5  | 88483.27   | 21      | 100   | 0      | 12/5/2020 8:26:34 PM  | 
 | 1581  | 119441.6  | 88469.91   | 21      | 99    | 0      | 12/5/2020 8:26:36 PM  | 
 | 1583  | 119388.3  | 88456.06   | 21      | 100   | 0      | 12/5/2020 8:26:38 PM  | 
 | 1585  | 119333.9  | 88442.52   | 21      | 99    | 0      | 12/5/2020 8:26:40 PM  | 
 | 1587  | 119281.6  | 88430.44   | 22      | 100   | 0      | 12/5/2020 8:26:42 PM  | 
 | 1589  | 119226.8  | 88418.73   | 22      | 99    | 0      | 12/5/2020 8:26:44 PM  | 
 | 1591  | 119171.7  | 88406.16   | 21      | 100   | 0      | 12/5/2020 8:26:46 PM  | 
 | 1593  | 119117.8  | 88393.06   | 21      | 100   | 0      | 12/5/2020 8:26:48 PM  | 
 | 1595  | 119062.6  | 88378.87   | 21      | 99    | 0      | 12/5/2020 8:26:50 PM  | 
 | 1597  | 119010    | 88366.12   | 21      | 99    | 0      | 12/5/2020 8:26:52 PM  | 
 | 1599  | 118954.9  | 88353.5    | 21      | 99    | 0      | 12/5/2020 8:26:54 PM  | 
 | 1601  | 118901.8  | 88340.94   | 21      | 99    | 0      | 12/5/2020 8:26:56 PM  | 
 | 1603  | 118844.7  | 88326.77   | 21      | 100   | 0      | 12/5/2020 8:26:58 PM  | 
 | 1605  | 118792.9  | 88314.33   | 21      | 99    | 0      | 12/5/2020 8:27:00 PM  | 
 | 1607  | 118740.9  | 88300.94   | 21      | 99    | 0      | 12/5/2020 8:27:02 PM  | 
 | 1609  | 118685.1  | 88285.64   | 21      | 99    | 0      | 12/5/2020 8:27:04 PM  | 
 | 1611  | 118632.1  | 88270.6    | 21      | 100   | 0      | 12/5/2020 8:27:06 PM  | 
 | 1613  | 118578.2  | 88257.08   | 21      | 99    | 0      | 12/5/2020 8:27:08 PM  | 
 | 1615  | 118524.4  | 88243.23   | 21      | 99    | 0      | 12/5/2020 8:27:10 PM  | 
 | 1617  | 118476.3  | 88230.68   | 19      | 72    | 0      | 12/5/2020 8:27:12 PM  | 
 | 1619  | 118444.3  | 88214.38   | 20      | 57    | 0      | 12/5/2020 8:27:14 PM  | 
 | 1621  | 118419.3  | 88224.77   | 40      | 51    | 0      | 12/5/2020 8:27:16 PM  | 
 | 1623  | 118416.9  | 88254.49   | 51      | 60    | 0      | 12/5/2020 8:27:18 PM  | 
 | 1625  | 118411.2  | 88290.41   | 46      | 68    | 0      | 12/5/2020 8:27:20 PM  | 
 | 1627  | 118401.4  | 88328.8    | 46      | 69    | 0      | 12/5/2020 8:27:22 PM  | 
 | 1629  | 118391.6  | 88364.88   | 46      | 66    | 0      | 12/5/2020 8:27:24 PM  | 
 | 1631  | 118380.6  | 88398.95   | 44      | 63    | 0      | 12/5/2020 8:27:26 PM  | 
 | 1633  | 118370.4  | 88433.14   | 47      | 60    | 0      | 12/5/2020 8:27:28 PM  | 
 | 1635  | 118366.6  | 88466.75   | 49      | 60    | 0      | 12/5/2020 8:27:30 PM  | 
 | 1637  | 118363.5  | 88499.7    | 48      | 60    | 0      | 12/5/2020 8:27:32 PM  | 
 | 1639  | 118360.8  | 88530.68   | 49      | 60    | 0      | 12/5/2020 8:27:34 PM  | 
 | 1641  | 118359.1  | 88565.63   | 50      | 59    | 0      | 12/5/2020 8:27:36 PM  | 
 | 1643  | 118359.2  | 88598.79   | 50      | 61    | 0      | 12/5/2020 8:27:38 PM  | 
 | 1645  | 118359.1  | 88636.91   | 50      | 69    | 0      | 12/5/2020 8:27:40 PM  | 
 | 1647  | 118359.5  | 88676.91   | 51      | 77    | 0      | 12/5/2020 8:27:42 PM  | 
 | 1649  | 118363.5  | 88722.62   | 52      | 84    | 0      | 12/5/2020 8:27:44 PM  | 
 | 1651  | 118374.8  | 88769.04   | 56      | 90    | 0      | 12/5/2020 8:27:46 PM  | 
 | 1653  | 118400.3  | 88814.01   | 60      | 93    | 0      | 12/5/2020 8:27:48 PM  | 
 | 1655  | 118436.5  | 88852      | 63      | 96    | 0      | 12/5/2020 8:27:50 PM  | 
 | 1657  | 118475.7  | 88888.66   | 63      | 96    | 0      | 12/5/2020 8:27:52 PM  | 
 | 1659  | 118513.3  | 88927.24   | 62      | 97    | 0      | 12/5/2020 8:27:54 PM  | 
 | 1661  | 118550.2  | 88968.52   | 62      | 97    | 0      | 12/5/2020 8:27:56 PM  | 
 | 1663  | 118585.6  | 89010.57   | 61      | 98    | 0      | 12/5/2020 8:27:58 PM  | 
 | 1665  | 118618    | 89054.35   | 60      | 99    | 0      | 12/5/2020 8:28:00 PM  | 
 | 1667  | 118647.6  | 89101.2    | 59      | 98    | 0      | 12/5/2020 8:28:02 PM  | 
 | 1669  | 118674.7  | 89149.59   | 57      | 98    | 0      | 12/5/2020 8:28:04 PM  | 
 | 1671  | 118696    | 89197.77   | 56      | 99    | 0      | 12/5/2020 8:28:06 PM  | 
 | 1673  | 118715.1  | 89252.23   | 55      | 98    | 0      | 12/5/2020 8:28:08 PM  | 
 | 1675  | 118729.5  | 89304.85   | 54      | 99    | 0      | 12/5/2020 8:28:10 PM  | 
 | 1677  | 118739.3  | 89357.55   | 52      | 99    | 0      | 12/5/2020 8:28:12 PM  | 
 | 1679  | 118745.1  | 89414.54   | 51      | 98    | 0      | 12/5/2020 8:28:14 PM  | 
 | 1681  | 118745.9  | 89469.09   | 50      | 99    | 0      | 12/5/2020 8:28:16 PM  | 
 | 1683  | 118742.7  | 89525.37   | 49      | 99    | 0      | 12/5/2020 8:28:18 PM  | 
 | 1685  | 118735.9  | 89578.1    | 47      | 98    | 0      | 12/5/2020 8:28:20 PM  | 
 | 1687  | 118726    | 89632.68   | 47      | 99    | 0      | 12/5/2020 8:28:22 PM  | 
 | 1689  | 118713.6  | 89687.17   | 46      | 99    | 0      | 12/5/2020 8:28:24 PM  | 
 | 1691  | 118695.5  | 89738.6    | 44      | 98    | 0      | 12/5/2020 8:28:26 PM  | 
 | 1693  | 118676.8  | 89790.78   | 45      | 98    | 0      | 12/5/2020 8:28:28 PM  | 
 | 1695  | 118668.1  | 89844.83   | 49      | 98    | 0      | 12/5/2020 8:28:30 PM  | 
 | 1697  | 118668.8  | 89899.8    | 51      | 99    | 0      | 12/5/2020 8:28:32 PM  | 
 | 1699  | 118673.3  | 89955.07   | 52      | 99    | 0      | 12/5/2020 8:28:34 PM  | 
 | 1701  | 118679.5  | 90009.75   | 52      | 98    | 0      | 12/5/2020 8:28:36 PM  | 
 | 1703  | 118687.2  | 90063.25   | 53      | 99    | 0      | 12/5/2020 8:28:38 PM  | 
 | 1705  | 118698.3  | 90118.96   | 54      | 98    | 0      | 12/5/2020 8:28:40 PM  | 
 | 1707  | 118708.2  | 90172.09   | 52      | 98    | 0      | 12/5/2020 8:28:42 PM  | 
 | 1709  | 118712.3  | 90225.93   | 50      | 98    | 0      | 12/5/2020 8:28:44 PM  | 
 | 1711  | 118705.4  | 90281.2    | 46      | 98    | 0      | 12/5/2020 8:28:46 PM  | 
 | 1713  | 118691.6  | 90334.41   | 46      | 99    | 0      | 12/5/2020 8:28:48 PM  | 
 | 1715  | 118679.6  | 90388.56   | 47      | 99    | 0      | 12/5/2020 8:28:50 PM  | 
 | 1717  | 118666.7  | 90441.06   | 45      | 99    | 0      | 12/5/2020 8:28:52 PM  | 
 | 1719  | 118649.6  | 90492.89   | 45      | 98    | 0      | 12/5/2020 8:28:54 PM  | 
 | 1721  | 118631    | 90545.72   | 44      | 98    | 0      | 12/5/2020 8:28:56 PM  | 
 | 1723  | 118610.9  | 90594.36   | 43      | 99    | 0      | 12/5/2020 8:28:58 PM  | 
 | 1725  | 118586.7  | 90645.31   | 43      | 98    | 0      | 12/5/2020 8:29:00 PM  | 
 | 1727  | 118557.6  | 90693.04   | 40      | 99    | 0      | 12/5/2020 8:29:02 PM  | 
 | 1729  | 118523.4  | 90737.31   | 39      | 99    | 0      | 12/5/2020 8:29:04 PM  | 
 | 1731  | 118489    | 90774.7    | 38      | 98    | 0      | 12/5/2020 8:29:06 PM  | 
 | 1733  | 118441.3  | 90809.24   | 33      | 98    | 0      | 12/5/2020 8:29:08 PM  | 
 | 1735  | 118389.7  | 90820.77   | 24      | 89    | 0      | 12/5/2020 8:29:10 PM  | 
 | 1737  | 118346.2  | 90814.77   | 24      | 69    | 0      | 12/5/2020 8:29:12 PM  | 
 | 1739  | 118317.6  | 90827.98   | 38      | 54    | 0      | 12/5/2020 8:29:14 PM  | 
 | 1741  | 118303.1  | 90855.89   | 44      | 58    | 0      | 12/5/2020 8:29:16 PM  | 
 | 1743  | 118285    | 90884.11   | 38      | 67    | 0      | 12/5/2020 8:29:18 PM  | 
 | 1745  | 118250.8  | 90901.95   | 28      | 73    | 0      | 12/5/2020 8:29:20 PM  | 
 | 1747  | 118208.3  | 90906.23   | 26      | 76    | 0      | 12/5/2020 8:29:22 PM  | 
 | 1749  | 118166.2  | 90909.15   | 27      | 83    | 0      | 12/5/2020 8:29:24 PM  | 
 | 1751  | 118122.1  | 90927.84   | 35      | 87    | 0      | 12/5/2020 8:29:26 PM  | 
 | 1753  | 118092.4  | 90964.31   | 44      | 83    | 0      | 12/5/2020 8:29:28 PM  | 
 | 1755  | 118081.4  | 91008.59   | 47      | 79    | 0      | 12/5/2020 8:29:30 PM  | 
 | 1757  | 118073.9  | 91049.85   | 47      | 75    | 0      | 12/5/2020 8:29:32 PM  | 
 | 1759  | 118069.2  | 91084.57   | 48      | 50    | 0      | 12/5/2020 8:29:34 PM  | 
 | 1761  | 118064.9  | 91110.9    | 45      | 47    | 0      | 12/5/2020 8:29:36 PM  | 
 | 1763  | 118046.1  | 91126.05   | 27      | 40    | 0      | 12/5/2020 8:29:38 PM  | 
 | 1765  | 118021.8  | 91120.85   | 20      | 47    | 0      | 12/5/2020 8:29:40 PM  | 
 | 1767  | 117995.9  | 91110.33   | 19      | 58    | 0      | 12/5/2020 8:29:42 PM  | 
 | 1769  | 117968.3  | 91100.48   | 23      | 55    | 0      | 12/5/2020 8:29:44 PM  | 
 | 1771  | 117941.9  | 91114.51   | 38      | 51    | 0      | 12/5/2020 8:29:46 PM  | 
 | 1773  | 117927.4  | 91141.94   | 45      | 60    | 0      | 12/5/2020 8:29:48 PM  | 
 | 1775  | 117917.9  | 91174.28   | 46      | 60    | 0      | 12/5/2020 8:29:50 PM  | 
 | 1777  | 117910.6  | 91207.38   | 47      | 60    | 0      | 12/5/2020 8:29:52 PM  | 
 | 1779  | 117905.3  | 91238.56   | 48      | 59    | 0      | 12/5/2020 8:29:54 PM  | 
 | 1781  | 117905.2  | 91273.43   | 54      | 60    | 0      | 12/5/2020 8:29:56 PM  | 
 | 1783  | 117922.5  | 91300.77   | 63      | 57    | 0      | 12/5/2020 8:29:58 PM  | 
 | 1785  | 117946.3  | 91315.25   | 65      | 47    | 0      | 12/5/2020 8:30:00 PM  | 
 | 1787  | 117957.3  | 91339.2    | 50      | 53    | 0      | 12/5/2020 8:30:02 PM  | 
 | 1789  | 117945.6  | 91370.81   | 42      | 60    | 0      | 12/5/2020 8:30:04 PM  | 
 | 1791  | 117923.9  | 91394.48   | 35      | 60    | 0      | 12/5/2020 8:30:06 PM  | 
 | 1793  | 117893.4  | 91409.02   | 30      | 60    | 0      | 12/5/2020 8:30:08 PM  | 
 | 1795  | 117860.1  | 91419.09   | 29      | 59    | 0      | 12/5/2020 8:30:10 PM  | 
 | 1797  | 117830.2  | 91426.63   | 29      | 59    | 0      | 12/5/2020 8:30:12 PM  | 
 | 1799  | 117796.6  | 91436.46   | 30      | 60    | 0      | 12/5/2020 8:30:14 PM  | 
 | 1801  | 117765.1  | 91446.55   | 30      | 60    | 0      | 12/5/2020 8:30:16 PM  | 
 | 1803  | 117732.9  | 91457.05   | 30      | 60    | 0      | 12/5/2020 8:30:18 PM  | 
 | 1805  | 117700.8  | 91466.95   | 30      | 60    | 0      | 12/5/2020 8:30:20 PM  | 
 | 1807  | 117667.5  | 91477.48   | 30      | 67    | 0      | 12/5/2020 8:30:22 PM  | 
 | 1809  | 117631.5  | 91489.45   | 30      | 75    | 0      | 12/5/2020 8:30:24 PM  | 
 | 1811  | 117586    | 91504.37   | 30      | 84    | 0      | 12/5/2020 8:30:26 PM  | 
 | 1813  | 117540.7  | 91519.34   | 30      | 91    | 0      | 12/5/2020 8:30:28 PM  | 
 | 1815  | 117491.9  | 91538.74   | 32      | 95    | 0      | 12/5/2020 8:30:30 PM  | 
 | 1817  | 117445.8  | 91566.16   | 35      | 98    | 0      | 12/5/2020 8:30:32 PM  | 
 | 1819  | 117405.4  | 91603.73   | 39      | 98    | 0      | 12/5/2020 8:30:34 PM  | 
 | 1821  | 117374.1  | 91647.71   | 41      | 98    | 0      | 12/5/2020 8:30:36 PM  | 
 | 1823  | 117348.3  | 91695.13   | 42      | 98    | 0      | 12/5/2020 8:30:38 PM  | 
 | 1825  | 117314.9  | 91736.61   | 36      | 97    | 0      | 12/5/2020 8:30:40 PM  | 
 | 1827  | 117269.5  | 91762.39   | 30      | 98    | 0      | 12/5/2020 8:30:42 PM  | 
 | 1829  | 117213.2  | 91770.11   | 24      | 98    | 0      | 12/5/2020 8:30:44 PM  | 
 | 1831  | 117164.1  | 91750.2    | 14      | 97    | 0      | 12/5/2020 8:30:46 PM  | 
 | 1833  | 117132.3  | 91704.69   | 8       | 97    | 0      | 12/5/2020 8:30:48 PM  | 
 | 1835  | 117109.1  | 91658.56   | 7       | 98    | 0      | 12/5/2020 8:30:50 PM  | 
 | 1837  | 117095.9  | 91603.84   | 5       | 95    | 0      | 12/5/2020 8:30:52 PM  | 
 | 1839  | 117066.6  | 91566.61   | 16      | 89    | 0      | 12/5/2020 8:30:54 PM  | 
 | 1841  | 117017.7  | 91560.35   | 28      | 87    | 0      | 12/5/2020 8:30:56 PM  | 
 | 1843  | 116974.3  | 91582.73   | 36      | 87    | 0      | 12/5/2020 8:30:58 PM  | 
 | 1845  | 116946.5  | 91623.23   | 42      | 88    | 0      | 12/5/2020 8:31:00 PM  | 
 | 1847  | 116927.3  | 91668.25   | 44      | 88    | 0      | 12/5/2020 8:31:02 PM  | 
 | 1849  | 116919.7  | 91716.99   | 51      | 89    | 0      | 12/5/2020 8:31:04 PM  | 
 | 1851  | 116927.9  | 91765.93   | 53      | 90    | 0      | 12/5/2020 8:31:06 PM  | 
 | 1853  | 116938.7  | 91806.85   | 55      | 93    | 0      | 12/5/2020 8:31:08 PM  | 
 | 1855  | 116953.5  | 91857.73   | 54      | 93    | 0      | 12/5/2020 8:31:10 PM  | 
 | 1857  | 116958.4  | 91909.3    | 49      | 96    | 0      | 12/5/2020 8:31:12 PM  | 
 | 1859  | 116940.4  | 91956.72   | 39      | 95    | 0      | 12/5/2020 8:31:14 PM  | 
 | 1861  | 116899    | 91979.34   | 30      | 96    | 0      | 12/5/2020 8:31:16 PM  | 
 | 1863  | 116844.2  | 91981.46   | 23      | 96    | 0      | 12/5/2020 8:31:18 PM  | 
 | 1865  | 116791.5  | 91980.84   | 28      | 96    | 0      | 12/5/2020 8:31:20 PM  | 
 | 1867  | 116742.1  | 91999.13   | 33      | 96    | 0      | 12/5/2020 8:31:22 PM  | 
 | 1869  | 116703.3  | 92029.37   | 38      | 96    | 0      | 12/5/2020 8:31:24 PM  | 
 | 1871  | 116672.8  | 92077.58   | 42      | 95    | 0      | 12/5/2020 8:31:26 PM  | 
 | 1873  | 116644.1  | 92120.22   | 39      | 96    | 0      | 12/5/2020 8:31:28 PM  | 
 | 1875  | 116605.2  | 92159.84   | 36      | 96    | 0      | 12/5/2020 8:31:30 PM  | 
