Number of total tracking : 31336
Total Time taken : 12:51:49

 | No    | X         | Y          | Heading | Speed | Damage | Date and Time         | 
 | 14863 | -37207.9  | 24997.46   | 90      | 99    | 0      | 12/6/2020 12:16:49 AM | 
 | 14865 | -37173.1  | 24955.48   | 88      | 99    | 0      | 12/6/2020 12:16:51 AM | 
 | 14867 | -37134.31 | 24914.56   | 88      | 99    | 0      | 12/6/2020 12:16:53 AM | 
 | 14869 | -37095.77 | 24876.63   | 87      | 99    | 0      | 12/6/2020 12:16:55 AM | 
 | 14871 | -37056.33 | 24837.64   | 87      | 98    | 0      | 12/6/2020 12:16:57 AM | 
 | 14873 | -37016.63 | 24799.58   | 87      | 98    | 0      | 12/6/2020 12:16:59 AM | 
 | 14875 | -36976.96 | 24762.16   | 87      | 98    | 0      | 12/6/2020 12:17:01 AM | 
 | 14877 | -36935.91 | 24724.89   | 87      | 98    | 0      | 12/6/2020 12:17:03 AM | 
 | 14879 | -36896.81 | 24689.55   | 87      | 98    | 0      | 12/6/2020 12:17:05 AM | 
 | 14881 | -36855.18 | 24650.85   | 87      | 99    | 0      | 12/6/2020 12:17:07 AM | 
 | 14883 | -36815.33 | 24612.94   | 87      | 99    | 0      | 12/6/2020 12:17:09 AM | 
 | 14885 | -36776.63 | 24573.86   | 88      | 98    | 0      | 12/6/2020 12:17:11 AM | 
 | 14887 | -36740.09 | 24533.38   | 89      | 99    | 0      | 12/6/2020 12:17:13 AM | 
 | 14889 | -36704.89 | 24489.95   | 90      | 99    | 0      | 12/6/2020 12:17:15 AM | 
 | 14891 | -36672.48 | 24446.65   | 90      | 98    | 0      | 12/6/2020 12:17:17 AM | 
 | 14893 | -36640.84 | 24401.11   | 90      | 99    | 0      | 12/6/2020 12:17:19 AM | 
 | 14895 | -36611.61 | 24355.63   | 91      | 98    | 0      | 12/6/2020 12:17:21 AM | 
 | 14897 | -36583.71 | 24307.18   | 92      | 98    | 0      | 12/6/2020 12:17:23 AM | 
 | 14899 | -36558.02 | 24258.56   | 93      | 99    | 0      | 12/6/2020 12:17:25 AM | 
 | 14901 | -36533.69 | 24210.26   | 93      | 99    | 0      | 12/6/2020 12:17:27 AM | 
 | 14903 | -36509.57 | 24160.32   | 93      | 98    | 0      | 12/6/2020 12:17:29 AM | 
 | 14905 | -36488.19 | 24109.16   | 94      | 99    | 0      | 12/6/2020 12:17:31 AM | 
 | 14907 | -36469.75 | 24057.35   | 95      | 99    | 0      | 12/6/2020 12:17:33 AM | 
 | 14909 | -36453.69 | 24005.71   | 95      | 98    | 0      | 12/6/2020 12:17:35 AM | 
 | 14911 | -36439.88 | 23952.48   | 96      | 99    | 0      | 12/6/2020 12:17:37 AM | 
 | 14913 | -36429.46 | 23896.63   | 98      | 99    | 0      | 12/6/2020 12:17:39 AM | 
 | 14915 | -36421.31 | 23843.16   | 98      | 98    | 0      | 12/6/2020 12:17:41 AM | 
 | 14917 | -36414.52 | 23789.97   | 98      | 98    | 0      | 12/6/2020 12:17:43 AM | 
 | 14919 | -36408.39 | 23732.55   | 99      | 99    | 0      | 12/6/2020 12:17:45 AM | 
 | 14921 | -36408.53 | 23678.04   | 0       | 98    | 0      | 12/6/2020 12:17:47 AM | 
 | 14923 | -36408.21 | 23624.87   | 100     | 99    | 0      | 12/6/2020 12:17:49 AM | 
 | 14925 | -36407.21 | 23568.97   | 100     | 98    | 0      | 12/6/2020 12:17:51 AM | 
 | 14927 | -36407.19 | 23513.05   | 0       | 98    | 0      | 12/6/2020 12:17:53 AM | 
 | 14929 | -36410.46 | 23459.09   | 2       | 98    | 0      | 12/6/2020 12:17:55 AM | 
 | 14931 | -36419.17 | 23404.81   | 3       | 98    | 0      | 12/6/2020 12:17:57 AM | 
 | 14933 | -36429.46 | 23349.81   | 3       | 99    | 0      | 12/6/2020 12:17:59 AM | 
 | 14935 | -36438.18 | 23297.41   | 2       | 98    | 0      | 12/6/2020 12:18:01 AM | 
 | 14937 | -36442.13 | 23241.69   | 0       | 98    | 0      | 12/6/2020 12:18:03 AM | 
 | 14939 | -36439.61 | 23186.79   | 98      | 99    | 0      | 12/6/2020 12:18:05 AM | 
 | 14941 | -36430.99 | 23132.95   | 97      | 98    | 0      | 12/6/2020 12:18:07 AM | 
 | 14943 | -36416.86 | 23079.33   | 96      | 99    | 0      | 12/6/2020 12:18:09 AM | 
 | 14945 | -36402.63 | 23026.16   | 96      | 98    | 0      | 12/6/2020 12:18:11 AM | 
 | 14947 | -36388.96 | 22973.83   | 96      | 99    | 0      | 12/6/2020 12:18:13 AM | 
 | 14949 | -36374.3  | 22918.46   | 96      | 98    | 0      | 12/6/2020 12:18:15 AM | 
 | 14951 | -36360.51 | 22865.68   | 96      | 98    | 0      | 12/6/2020 12:18:17 AM | 
 | 14953 | -36349.86 | 22811.74   | 97      | 99    | 0      | 12/6/2020 12:18:19 AM | 
 | 14955 | -36343.25 | 22757.15   | 99      | 98    | 0      | 12/6/2020 12:18:21 AM | 
 | 14957 | -36340.4  | 22704.06   | 100     | 98    | 0      | 12/6/2020 12:18:23 AM | 
 | 14959 | -36341.16 | 22647.26   | 1       | 99    | 0      | 12/6/2020 12:18:25 AM | 
 | 14961 | -36346.7  | 22593.47   | 2       | 98    | 0      | 12/6/2020 12:18:27 AM | 
 | 14963 | -36354.61 | 22539.04   | 3       | 99    | 0      | 12/6/2020 12:18:29 AM | 
 | 14965 | -36365.98 | 22485.24   | 4       | 99    | 0      | 12/6/2020 12:18:31 AM | 
 | 14967 | -36379.55 | 22431.95   | 4       | 98    | 0      | 12/6/2020 12:18:33 AM | 
 | 14969 | -36393.77 | 22377.87   | 4       | 99    | 0      | 12/6/2020 12:18:35 AM | 
 | 14971 | -36408.49 | 22324.4    | 4       | 99    | 0      | 12/6/2020 12:18:37 AM | 
 | 14973 | -36423.91 | 22272.54   | 5       | 98    | 0      | 12/6/2020 12:18:39 AM | 
 | 14975 | -36442.73 | 22221.38   | 6       | 99    | 0      | 12/6/2020 12:18:41 AM | 
 | 14977 | -36467.63 | 22172.42   | 9       | 98    | 0      | 12/6/2020 12:18:43 AM | 
 | 14979 | -36498.84 | 22127.17   | 10      | 98    | 0      | 12/6/2020 12:18:45 AM | 
 | 14981 | -36533.18 | 22083.65   | 11      | 99    | 0      | 12/6/2020 12:18:47 AM | 
 | 14983 | -36567.83 | 22041.52   | 11      | 99    | 0      | 12/6/2020 12:18:49 AM | 
 | 14985 | -36601.36 | 21998.49   | 10      | 99    | 0      | 12/6/2020 12:18:51 AM | 
 | 14987 | -36633.88 | 21952.98   | 10      | 99    | 0      | 12/6/2020 12:18:53 AM | 
 | 14989 | -36663.76 | 21907.36   | 9       | 98    | 0      | 12/6/2020 12:18:55 AM | 
 | 14991 | -36691.49 | 21860.95   | 8       | 98    | 0      | 12/6/2020 12:18:57 AM | 
 | 14993 | -36717.35 | 21810.87   | 7       | 99    | 0      | 12/6/2020 12:18:59 AM | 
 | 14995 | -36735.26 | 21759.42   | 4       | 99    | 0      | 12/6/2020 12:19:01 AM | 
 | 14997 | -36747.4  | 21705.32   | 3       | 98    | 0      | 12/6/2020 12:19:03 AM | 
 | 14999 | -36757.97 | 21651.36   | 3       | 99    | 0      | 12/6/2020 12:19:05 AM | 
 | 15001 | -36768.02 | 21597.29   | 3       | 98    | 0      | 12/6/2020 12:19:07 AM | 
 | 15003 | -36778.33 | 21542.82   | 3       | 98    | 0      | 12/6/2020 12:19:09 AM | 
 | 15005 | -36792.3  | 21490.12   | 4       | 98    | 0      | 12/6/2020 12:19:11 AM | 
 | 15007 | -36810.16 | 21437.63   | 6       | 98    | 0      | 12/6/2020 12:19:13 AM | 
 | 15009 | -36831.04 | 21387.75   | 7       | 99    | 0      | 12/6/2020 12:19:15 AM | 
 | 15011 | -36855.86 | 21338.16   | 8       | 99    | 0      | 12/6/2020 12:19:17 AM | 
 | 15013 | -36885.13 | 21291.61   | 9       | 98    | 0      | 12/6/2020 12:19:19 AM | 
 | 15015 | -36912.71 | 21244.05   | 8       | 98    | 0      | 12/6/2020 12:19:21 AM | 
 | 15017 | -36933.07 | 21193.07   | 5       | 98    | 0      | 12/6/2020 12:19:23 AM | 
 | 15019 | -36941.79 | 21139.35   | 1       | 99    | 0      | 12/6/2020 12:19:25 AM | 
 | 15021 | -36939.41 | 21084.02   | 98      | 98    | 0      | 12/6/2020 12:19:27 AM | 
 | 15023 | -36928    | 21030.25   | 96      | 98    | 0      | 12/6/2020 12:19:29 AM | 
 | 15025 | -36910.07 | 20978.32   | 94      | 98    | 0      | 12/6/2020 12:19:31 AM | 
 | 15027 | -36882.88 | 20929.57   | 90      | 99    | 0      | 12/6/2020 12:19:33 AM | 
 | 15029 | -36849.91 | 20886.69   | 89      | 99    | 0      | 12/6/2020 12:19:35 AM | 
 | 15031 | -36814.36 | 20841.76   | 89      | 98    | 0      | 12/6/2020 12:19:37 AM | 
 | 15033 | -36782.11 | 20799.48   | 90      | 98    | 0      | 12/6/2020 12:19:39 AM | 
 | 15035 | -36747.95 | 20754.06   | 90      | 99    | 0      | 12/6/2020 12:19:41 AM | 
 | 15037 | -36715.84 | 20710.57   | 90      | 98    | 0      | 12/6/2020 12:19:43 AM | 
 | 15039 | -36683.45 | 20666.64   | 90      | 98    | 0      | 12/6/2020 12:19:45 AM | 
 | 15041 | -36650.45 | 20622.67   | 90      | 99    | 0      | 12/6/2020 12:19:47 AM | 
 | 15043 | -36618.39 | 20576.86   | 91      | 98    | 0      | 12/6/2020 12:19:49 AM | 
 | 15045 | -36587.43 | 20531.39   | 90      | 99    | 0      | 12/6/2020 12:19:51 AM | 
 | 15047 | -36556.15 | 20486.17   | 90      | 99    | 0      | 12/6/2020 12:19:53 AM | 
 | 15049 | -36525.05 | 20441.36   | 90      | 98    | 0      | 12/6/2020 12:19:55 AM | 
 | 15051 | -36494.64 | 20394.99   | 91      | 99    | 0      | 12/6/2020 12:19:57 AM | 
 | 15053 | -36469.01 | 20345.83   | 93      | 99    | 0      | 12/6/2020 12:19:59 AM | 
 | 15055 | -36445.44 | 20297.15   | 93      | 98    | 0      | 12/6/2020 12:20:01 AM | 
 | 15057 | -36420.53 | 20247.09   | 93      | 99    | 0      | 12/6/2020 12:20:03 AM | 
 | 15059 | -36395.86 | 20197.94   | 92      | 99    | 0      | 12/6/2020 12:20:05 AM | 
 | 15061 | -36371.36 | 20150.24   | 92      | 98    | 0      | 12/6/2020 12:20:07 AM | 
 | 15063 | -36344.88 | 20099.45   | 92      | 98    | 0      | 12/6/2020 12:20:09 AM | 
 | 15065 | -36320.15 | 20050.83   | 93      | 99    | 0      | 12/6/2020 12:20:11 AM | 
 | 15067 | -36296.04 | 20000.88   | 93      | 99    | 0      | 12/6/2020 12:20:13 AM | 
 | 15069 | -36279.19 | 19951.48   | 96      | 99    | 0      | 12/6/2020 12:20:15 AM | 
 | 15071 | -36270.21 | 19893.55   | 99      | 99    | 0      | 12/6/2020 12:20:17 AM | 
 | 15073 | -36267.54 | 19839.55   | 100     | 99    | 0      | 12/6/2020 12:20:19 AM | 
 | 15075 | -36266.13 | 19785.06   | 99      | 99    | 0      | 12/6/2020 12:20:21 AM | 
 | 15077 | -36261.96 | 19729.34   | 99      | 98    | 0      | 12/6/2020 12:20:23 AM | 
 | 15079 | -36255.01 | 19674.37   | 97      | 99    | 0      | 12/6/2020 12:20:25 AM | 
 | 15081 | -36243.98 | 19621.46   | 96      | 98    | 0      | 12/6/2020 12:20:27 AM | 
 | 15083 | -36230.59 | 19568.16   | 96      | 98    | 0      | 12/6/2020 12:20:29 AM | 
 | 15085 | -36212.64 | 19516.28   | 94      | 98    | 0      | 12/6/2020 12:20:31 AM | 
 | 15087 | -36192.41 | 19464.68   | 93      | 98    | 0      | 12/6/2020 12:20:33 AM | 
 | 15089 | -36166.02 | 19417.03   | 91      | 98    | 0      | 12/6/2020 12:20:35 AM | 
 | 15091 | -36136.71 | 19371.05   | 91      | 98    | 0      | 12/6/2020 12:20:37 AM | 
 | 15093 | -36105.63 | 19325.66   | 90      | 99    | 0      | 12/6/2020 12:20:39 AM | 
 | 15095 | -36076.32 | 19279.17   | 92      | 98    | 0      | 12/6/2020 12:20:41 AM | 
 | 15097 | -36050.13 | 19230.28   | 93      | 98    | 0      | 12/6/2020 12:20:43 AM | 
 | 15099 | -36027.29 | 19180.74   | 94      | 99    | 0      | 12/6/2020 12:20:45 AM | 
 | 15101 | -36007.19 | 19130.51   | 94      | 99    | 0      | 12/6/2020 12:20:47 AM | 
 | 15103 | -35990.22 | 19077.25   | 96      | 99    | 0      | 12/6/2020 12:20:49 AM | 
 | 15105 | -35978.09 | 19023.19   | 97      | 98    | 0      | 12/6/2020 12:20:51 AM | 
 | 15107 | -35968.8  | 18968.91   | 98      | 98    | 0      | 12/6/2020 12:20:53 AM | 
 | 15109 | -35958.78 | 18914.41   | 97      | 99    | 0      | 12/6/2020 12:20:55 AM | 
 | 15111 | -35944.71 | 18861.28   | 95      | 98    | 0      | 12/6/2020 12:20:57 AM | 
 | 15113 | -35925.23 | 18811.83   | 93      | 98    | 0      | 12/6/2020 12:20:59 AM | 
 | 15115 | -35899.14 | 18761.41   | 92      | 99    | 0      | 12/6/2020 12:21:01 AM | 
 | 15117 | -35870.16 | 18713.61   | 91      | 98    | 0      | 12/6/2020 12:21:03 AM | 
 | 15119 | -35838.25 | 18669.38   | 90      | 99    | 0      | 12/6/2020 12:21:05 AM | 
 | 15121 | -35802.68 | 18626.85   | 88      | 99    | 0      | 12/6/2020 12:21:07 AM | 
 | 15123 | -35762.47 | 18588      | 86      | 98    | 0      | 12/6/2020 12:21:09 AM | 
 | 15125 | -35720.6  | 18556.05   | 85      | 99    | 0      | 12/6/2020 12:21:11 AM | 
 | 15127 | -35673.24 | 18524.66   | 84      | 98    | 0      | 12/6/2020 12:21:13 AM | 
 | 15129 | -35628.35 | 18494.49   | 85      | 98    | 0      | 12/6/2020 12:21:15 AM | 
 | 15131 | -35586.62 | 18458.04   | 88      | 99    | 0      | 12/6/2020 12:21:17 AM | 
 | 15133 | -35551.54 | 18416.34   | 90      | 98    | 0      | 12/6/2020 12:21:19 AM | 
 | 15135 | -35523.03 | 18368.78   | 92      | 99    | 0      | 12/6/2020 12:21:21 AM | 
 | 15137 | -35496.5  | 18319.06   | 92      | 99    | 0      | 12/6/2020 12:21:23 AM | 
 | 15139 | -35472.34 | 18272.21   | 93      | 98    | 0      | 12/6/2020 12:21:25 AM | 
 | 15141 | -35449.69 | 18220.14   | 94      | 98    | 0      | 12/6/2020 12:21:27 AM | 
 | 15143 | -35430.62 | 18168.6    | 95      | 98    | 0      | 12/6/2020 12:21:30 AM | 
 | 15145 | -35412.52 | 18115.2    | 95      | 98    | 0      | 12/6/2020 12:21:32 AM | 
 | 15147 | -35395.62 | 18062.32   | 95      | 99    | 0      | 12/6/2020 12:21:34 AM | 
 | 15149 | -35379.33 | 18010.8    | 95      | 99    | 0      | 12/6/2020 12:21:36 AM | 
 | 15151 | -35362.04 | 17957.63   | 95      | 98    | 0      | 12/6/2020 12:21:38 AM | 
 | 15153 | -35345.27 | 17905.75   | 95      | 99    | 0      | 12/6/2020 12:21:40 AM | 
 | 15155 | -35328.2  | 17853.53   | 95      | 98    | 0      | 12/6/2020 12:21:42 AM | 
 | 15157 | -35311.06 | 17801.28   | 95      | 98    | 0      | 12/6/2020 12:21:44 AM | 
 | 15159 | -35293.7  | 17749.12   | 95      | 99    | 0      | 12/6/2020 12:21:46 AM | 
 | 15161 | -35276.86 | 17696.77   | 95      | 99    | 0      | 12/6/2020 12:21:48 AM | 
 | 15163 | -35260.22 | 17644.34   | 95      | 99    | 0      | 12/6/2020 12:21:50 AM | 
 | 15165 | -35242.96 | 17590.61   | 95      | 98    | 0      | 12/6/2020 12:21:52 AM | 
 | 15167 | -35226.09 | 17538.74   | 95      | 99    | 0      | 12/6/2020 12:21:54 AM | 
 | 15169 | -35209.05 | 17486.46   | 95      | 98    | 0      | 12/6/2020 12:21:56 AM | 
 | 15171 | -35189.22 | 17434.66   | 94      | 98    | 0      | 12/6/2020 12:21:58 AM | 
 | 15173 | -35165.47 | 17385.1    | 92      | 99    | 0      | 12/6/2020 12:22:00 AM | 
 | 15175 | -35136.55 | 17337.85   | 90      | 98    | 0      | 12/6/2020 12:22:02 AM | 
 | 15177 | -35101.48 | 17294.97   | 88      | 99    | 0      | 12/6/2020 12:22:04 AM | 
 | 15179 | -35063.84 | 17254.81   | 88      | 98    | 0      | 12/6/2020 12:22:06 AM | 
 | 15181 | -35027.48 | 17216.03   | 88      | 99    | 0      | 12/6/2020 12:22:08 AM | 
 | 15183 | -34986.33 | 17174.93   | 87      | 98    | 0      | 12/6/2020 12:22:10 AM | 
 | 15185 | -34948.8  | 17139.37   | 87      | 98    | 0      | 12/6/2020 12:22:12 AM | 
 | 15187 | -34909.67 | 17100.06   | 88      | 99    | 0      | 12/6/2020 12:22:14 AM | 
 | 15189 | -34871.97 | 17056.92   | 89      | 99    | 0      | 12/6/2020 12:22:16 AM | 
 | 15191 | -34838.3  | 17014.53   | 90      | 98    | 0      | 12/6/2020 12:22:18 AM | 
 | 15193 | -34807.06 | 16970.92   | 91      | 99    | 0      | 12/6/2020 12:22:20 AM | 
 | 15195 | -34775.02 | 16921.77   | 91      | 99    | 0      | 12/6/2020 12:22:22 AM | 
 | 15197 | -34747.36 | 16875.83   | 92      | 98    | 0      | 12/6/2020 12:22:24 AM | 
 | 15199 | -34720.57 | 16826.28   | 92      | 98    | 0      | 12/6/2020 12:22:26 AM | 
 | 15201 | -34695.92 | 16777.13   | 93      | 99    | 0      | 12/6/2020 12:22:28 AM | 
 | 15203 | -34670.91 | 16728.15   | 92      | 98    | 0      | 12/6/2020 12:22:30 AM | 
 | 15205 | -34644.88 | 16678.66   | 92      | 99    | 0      | 12/6/2020 12:22:32 AM | 
 | 15207 | -34618.02 | 16631.22   | 91      | 99    | 0      | 12/6/2020 12:22:34 AM | 
 | 15209 | -34587.13 | 16585.16   | 90      | 98    | 0      | 12/6/2020 12:22:36 AM | 
 | 15211 | -34555.26 | 16540.89   | 90      | 99    | 0      | 12/6/2020 12:22:38 AM | 
 | 15213 | -34520.96 | 16496.17   | 89      | 99    | 0      | 12/6/2020 12:22:40 AM | 
 | 15215 | -34483.69 | 16455.13   | 88      | 98    | 0      | 12/6/2020 12:22:42 AM | 
 | 15217 | -34444.5  | 16415.88   | 87      | 99    | 0      | 12/6/2020 12:22:44 AM | 
 | 15219 | -34403.5  | 16379.25   | 86      | 99    | 0      | 12/6/2020 12:22:46 AM | 
 | 15221 | -34362.05 | 16345.23   | 86      | 98    | 0      | 12/6/2020 12:22:48 AM | 
 | 15223 | -34319.39 | 16309.78   | 86      | 99    | 0      | 12/6/2020 12:22:50 AM | 
 | 15225 | -34276.04 | 16275.2    | 85      | 98    | 0      | 12/6/2020 12:22:52 AM | 
 | 15227 | -34231.38 | 16240.75   | 86      | 99    | 0      | 12/6/2020 12:22:54 AM | 
 | 15229 | -34189.41 | 16204.54   | 86      | 99    | 0      | 12/6/2020 12:22:56 AM | 
 | 15231 | -34147.46 | 16172.66   | 85      | 98    | 0      | 12/6/2020 12:22:58 AM | 
 | 15233 | -34100.91 | 16139.38   | 85      | 98    | 0      | 12/6/2020 12:23:00 AM | 
 | 15235 | -34055.69 | 16110.73   | 83      | 98    | 0      | 12/6/2020 12:23:02 AM | 
 | 15237 | -34006.07 | 16084.86   | 82      | 99    | 0      | 12/6/2020 12:23:04 AM | 
 | 15239 | -33956.03 | 16062.12   | 82      | 99    | 0      | 12/6/2020 12:23:06 AM | 
 | 15241 | -33905.68 | 16041.24   | 81      | 98    | 0      | 12/6/2020 12:23:08 AM | 
 | 15243 | -33852.89 | 16020.29   | 81      | 99    | 0      | 12/6/2020 12:23:10 AM | 
 | 15245 | -33801.89 | 16001.04   | 81      | 98    | 0      | 12/6/2020 12:23:12 AM | 
 | 15247 | -33750.77 | 15982.13   | 81      | 98    | 0      | 12/6/2020 12:23:14 AM | 
 | 15249 | -33698.56 | 15962.26   | 81      | 98    | 0      | 12/6/2020 12:23:16 AM | 
 | 15251 | -33647.18 | 15942.78   | 81      | 98    | 0      | 12/6/2020 12:23:18 AM | 
 | 15253 | -33601    | 15925.96   | 81      | 72    | 0      | 12/6/2020 12:23:20 AM | 
 | 15255 | -33570.73 | 15915.18   | 80      | 35    | 0      | 12/6/2020 12:23:22 AM | 
 | 15257 | -33555.89 | 15910.17   | 80      | 26    | 0      | 12/6/2020 12:23:24 AM | 
 | 15259 | -33539.07 | 15904.26   | 81      | 39    | 0      | 12/6/2020 12:23:26 AM | 
 | 15261 | -33515.16 | 15895.2    | 81      | 51    | 0      | 12/6/2020 12:23:28 AM | 
 | 15263 | -33485.98 | 15883.86   | 81      | 60    | 0      | 12/6/2020 12:23:30 AM | 
 | 15265 | -33452.73 | 15870.74   | 81      | 70    | 0      | 12/6/2020 12:23:32 AM | 
 | 15267 | -33414.19 | 15854.64   | 81      | 76    | 0      | 12/6/2020 12:23:34 AM | 
 | 15269 | -33372.21 | 15836.32   | 82      | 84    | 0      | 12/6/2020 12:23:36 AM | 
 | 15271 | -33330.73 | 15815.97   | 83      | 88    | 0      | 12/6/2020 12:23:38 AM | 
 | 15273 | -33286.38 | 15793.75   | 82      | 93    | 0      | 12/6/2020 12:23:40 AM | 
 | 15275 | -33239.54 | 15770.64   | 82      | 91    | 0      | 12/6/2020 12:23:42 AM | 
 | 15277 | -33193.32 | 15748.29   | 82      | 89    | 0      | 12/6/2020 12:23:44 AM | 
 | 15279 | -33149.46 | 15727.11   | 82      | 85    | 0      | 12/6/2020 12:23:46 AM | 
 | 15281 | -33108.46 | 15704.28   | 84      | 81    | 0      | 12/6/2020 12:23:48 AM | 
 | 15283 | -33084.77 | 15669.45   | 96      | 75    | 0      | 12/6/2020 12:23:50 AM | 
 | 15285 | -33091.45 | 15629      | 7       | 75    | 0      | 12/6/2020 12:23:52 AM | 
 | 15287 | -33121.17 | 15598.93   | 17      | 80    | 0      | 12/6/2020 12:23:54 AM | 
 | 15289 | -33164.64 | 15581.15   | 18      | 88    | 0      | 12/6/2020 12:23:56 AM | 
 | 15291 | -33209.12 | 15558.38   | 16      | 90    | 0      | 12/6/2020 12:23:58 AM | 
 | 15293 | -33252.41 | 15529.77   | 15      | 92    | 0      | 12/6/2020 12:24:00 AM | 
 | 15295 | -33290.57 | 15493.77   | 12      | 97    | 0      | 12/6/2020 12:24:02 AM | 
 | 15297 | -33323.19 | 15456.41   | 11      | 96    | 0      | 12/6/2020 12:24:04 AM | 
 | 15299 | -33358.76 | 15415      | 11      | 97    | 0      | 12/6/2020 12:24:06 AM | 
 | 15301 | -33391.23 | 15374.43   | 10      | 98    | 0      | 12/6/2020 12:24:08 AM | 
 | 15303 | -33423.21 | 15331.51   | 10      | 98    | 0      | 12/6/2020 12:24:10 AM | 
 | 15305 | -33455.92 | 15281.88   | 8       | 97    | 0      | 12/6/2020 12:24:12 AM | 
 | 15307 | -33479.58 | 15234.73   | 6       | 99    | 0      | 12/6/2020 12:24:14 AM | 
 | 15309 | -33495    | 15181.99   | 3       | 98    | 0      | 12/6/2020 12:24:16 AM | 
 | 15311 | -33503.53 | 15126.67   | 2       | 98    | 0      | 12/6/2020 12:24:18 AM | 
 | 15313 | -33511.41 | 15072.73   | 2       | 99    | 0      | 12/6/2020 12:24:20 AM | 
 | 15315 | -33519.3  | 15019.23   | 2       | 98    | 0      | 12/6/2020 12:24:22 AM | 
 | 15317 | -33526.96 | 14964.27   | 2       | 98    | 0      | 12/6/2020 12:24:24 AM | 
 | 15319 | -33533.47 | 14909.22   | 2       | 99    | 0      | 12/6/2020 12:24:26 AM | 
 | 15321 | -33538.26 | 14853.97   | 1       | 98    | 0      | 12/6/2020 12:24:28 AM | 
 | 15323 | -33541.99 | 14798.16   | 1       | 99    | 0      | 12/6/2020 12:24:30 AM | 
 | 15325 | -33544.63 | 14744.16   | 1       | 99    | 0      | 12/6/2020 12:24:32 AM | 
 | 15327 | -33545.38 | 14689.62   | 100     | 98    | 0      | 12/6/2020 12:24:34 AM | 
 | 15329 | -33546.96 | 14633.73   | 1       | 99    | 0      | 12/6/2020 12:24:36 AM | 
 | 15331 | -33546.57 | 14579.21   | 100     | 99    | 0      | 12/6/2020 12:24:38 AM | 
 | 15333 | -33545.21 | 14524.22   | 100     | 98    | 0      | 12/6/2020 12:24:40 AM | 
 | 15335 | -33544.79 | 14468.31   | 0       | 99    | 0      | 12/6/2020 12:24:42 AM | 
 | 15337 | -33545.19 | 14412.4    | 0       | 98    | 0      | 12/6/2020 12:24:44 AM | 
 | 15339 | -33544.98 | 14357.84   | 100     | 99    | 0      | 12/6/2020 12:24:46 AM | 
 | 15341 | -33543.99 | 14306.09   | 100     | 98    | 0      | 12/6/2020 12:24:48 AM | 
 | 15343 | -33549.63 | 14248.16   | 3       | 99    | 0      | 12/6/2020 12:24:50 AM | 
 | 15345 | -33564.81 | 14195.89   | 6       | 99    | 0      | 12/6/2020 12:24:52 AM | 
 | 15347 | -33590.45 | 14147.39   | 9       | 98    | 0      | 12/6/2020 12:24:54 AM | 
 | 15349 | -33621.71 | 14102.21   | 10      | 98    | 0      | 12/6/2020 12:24:56 AM | 
 | 15351 | -33653.82 | 14055.32   | 9       | 98    | 0      | 12/6/2020 12:24:58 AM | 
 | 15353 | -33682.32 | 14008.29   | 8       | 99    | 0      | 12/6/2020 12:25:00 AM | 
 | 15355 | -33708.82 | 13960.11   | 8       | 98    | 0      | 12/6/2020 12:25:02 AM | 
 | 15357 | -33731.61 | 13908.58   | 6       | 98    | 0      | 12/6/2020 12:25:04 AM | 
 | 15359 | -33749.39 | 13857.51   | 5       | 99    | 0      | 12/6/2020 12:25:06 AM | 
 | 15361 | -33764.32 | 13804.59   | 4       | 98    | 0      | 12/6/2020 12:25:08 AM | 
 | 15363 | -33775.68 | 13750.31   | 3       | 98    | 0      | 12/6/2020 12:25:10 AM | 
 | 15365 | -33784.43 | 13696.95   | 3       | 99    | 0      | 12/6/2020 12:25:12 AM | 
 | 15367 | -33795.45 | 13642.13   | 3       | 98    | 0      | 12/6/2020 12:25:14 AM | 
 | 15369 | -33804.99 | 13588.43   | 3       | 99    | 0      | 12/6/2020 12:25:16 AM | 
 | 15371 | -33811.68 | 13532.93   | 2       | 98    | 0      | 12/6/2020 12:25:18 AM | 
 | 15373 | -33816.92 | 13479.55   | 2       | 99    | 0      | 12/6/2020 12:25:20 AM | 
 | 15375 | -33826.83 | 13424.02   | 3       | 98    | 0      | 12/6/2020 12:25:22 AM | 
 | 15377 | -33839.12 | 13372.82   | 4       | 98    | 0      | 12/6/2020 12:25:24 AM | 
 | 15379 | -33854.53 | 13318.16   | 5       | 99    | 0      | 12/6/2020 12:25:26 AM | 
 | 15381 | -33871.04 | 13267.63   | 5       | 98    | 0      | 12/6/2020 12:25:28 AM | 
 | 15383 | -33890.49 | 13214.73   | 6       | 98    | 0      | 12/6/2020 12:25:30 AM | 
 | 15385 | -33910.09 | 13162.41   | 6       | 99    | 0      | 12/6/2020 12:25:32 AM | 
 | 15387 | -33928.42 | 13111.09   | 5       | 98    | 0      | 12/6/2020 12:25:34 AM | 
 | 15389 | -33947.17 | 13057.87   | 5       | 98    | 0      | 12/6/2020 12:25:36 AM | 
 | 15391 | -33965.26 | 13006.43   | 5       | 99    | 0      | 12/6/2020 12:25:38 AM | 
 | 15393 | -33983.06 | 12955.38   | 5       | 98    | 0      | 12/6/2020 12:25:40 AM | 
 | 15395 | -34002.23 | 12901.85   | 6       | 98    | 0      | 12/6/2020 12:25:42 AM | 
 | 15397 | -34022.06 | 12850.56   | 6       | 99    | 0      | 12/6/2020 12:25:44 AM | 
